tmdb_id,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,runtime_minutes,director_names,actor_names
278,Побег из Шоушенка,The Shawshank Redemption,"Бухгалтер Энди Дюфрейн обвинён в убийстве собственной жены и её любовника. Оказавшись в тюрьме под названием Шоушенк, он сталкивается с жестокостью и беззаконием, царящими по обе стороны решётки. Каждый, кто попадает в эти стены, становится их рабом до конца жизни. Но Энди, обладающий живым умом и доброй душой, находит подход как к заключённым, так и к охранникам, добиваясь их особого к себе расположения.",1994,https://image.tmdb.org/t/p/w500/yvmKPlTIi0xdcFQIFcQKQJcI63W.jpg,8.721,30433,142,Фрэнк Дарабонт,"Тим Роббинс, Морган Фримен, Боб Гантон, Уильям Сэдлер, Клэнси Браун, Гил Беллоуз, Джеймс Уитмор, Марк Ролстон, Джеффри ДеМанн, Larry Brandenburg"
238,Крёстный отец,The Godfather,"Криминальная сага, повествующая о нью-йоркской сицилийской мафиозной семье Корлеоне. Фильм охватывает период 1945-1955 годов. Глава семьи, Дон Вито Корлеоне, выдаёт замуж свою дочь. В это время со Второй мировой войны возвращается его любимый сын Майкл. Майкл, герой войны, гордость семьи, не выражает желания заняться жестоким семейным бизнесом. Дон Корлеоне ведёт дела по старым правилам, но наступают иные времена, и появляются люди, желающие изменить сложившиеся порядки. На Дона Корлеоне совершается покушение.",1972,https://image.tmdb.org/t/p/w500/hoowzozsn0XQGtgH8nyivAMZfPN.jpg,8.687,22966,175,Фрэнсис Форд Коппола,"Марлон Брандо, Аль Пачино, Джеймс Каан, Роберт Дюваль, Richard S. Castellano, Дайан Китон, Талия Шайр, Gianni Russo, Sterling Hayden, Джон Марли"
155,Тёмный рыцарь,The Dark Knight,"Бэтмен поднимает ставки в войне с криминалом. С помощью лейтенанта Джима Гордона и прокурора Харви Дента он намерен очистить улицы от преступности, отравляющей город. Сотрудничество оказывается эффективным, но скоро они обнаружат себя посреди хаоса, развязанного восходящим криминальным гением, известным испуганным горожанам под именем Джокер.",2008,https://image.tmdb.org/t/p/w500/aPtN76OjnNKLqCJ2FJBnQOIL031.jpg,8.531,35799,152,Кристофер Нолан,"Кристиан Бейл, Хит Леджер, Аарон Екгарт, Майкл Кейн, Мэгги Джилленхол, Гэри Олдман, Морган Фримен, Моник Кёрнен, Рон Дин, Киллиан Мёрфи"
424,Список Шиндлера,Schindler's List,"Оскар Шиндлер, член национал-социалистической немецкой рабочей партии и преуспевающий промышленник, во время Второй мировой войны спасает евреев от ужасной смерти в концлагерях.",1993,https://image.tmdb.org/t/p/w500/dB7edCQIuExWErWXFVqR7ORnZRS.jpg,8.568,17468,195,Стивен Спилберг,"Лиам Нисон, Бен Кингсли, Рэйф Файнс, Кэролайн Гудолл, Джонатан Сегал, Эмбет Дэвидц, Малгожата Гебел, Шмуэль Леви, Марк Иванир, Béatrice Macola"
240,Крёстный отец 2,The Godfather Part II,"В центре драмы представители нового поколения гангстерского клана — дона Корлеоне и его сына, для которых не существует моральных преград на пути достижения поставленых целей. Они превращают мафию, построенную по патриархальным, еще сицилийским законам, в весьма прагматичную, жесткую корпорацию, плавно интегрирующуюся в большой бизнес Америки.",1974,https://image.tmdb.org/t/p/w500/tOLQ3iRDfbwhVaw3QjDzIOS7zcu.jpg,8.572,13922,200,Фрэнсис Форд Коппола,"Аль Пачино, Роберт Дюваль, Дайан Китон, Роберт Де Ниро, John Cazale, Талия Шайр, Ли Страсберг, Michael V. Gazzo, Джи Ди Спрэдлин, Richard Bright"
13,Форрест Гамп,Forrest Gump,"Сидя на автобусной остановке, Форрест Гамп — не очень умный, но добрый и открытый парень — рассказывает случайным встречным историю своей необыкновенной жизни. С самого малолетства парень страдал от заболевания ног, соседские мальчишки дразнили его, но в один прекрасный день Форрест открыл в себе невероятные способности к бегу. Подруга детства Дженни всегда его поддерживала и защищала, но вскоре дороги их разошлись.",1994,https://image.tmdb.org/t/p/w500/ejDjdjHHE1T0T7Bo8Ghj2y8gR02.jpg,8.465,29759,142,Роберт Земекис,"Том Хэнкс, Робин Райт, Гэри Синиз, Салли Филд, Майкелти Уильямсон, Michael Conner Humphreys, Hanna Hall, Хейли Джоэл Осмент, Шиван Фэллон Хоган, Rebecca Williams"
129,Унесённые призраками,千と千尋の神隠し,"Тихиро с мамой и папой переезжает в новый дом. Заблудившись по дороге, они оказываются в странном пустынном городе, где их ждет великолепный пир. Родители с жадностью набрасываются на еду и к ужасу девочки превращаются в свиней, став пленниками злой колдуньи Юбабы. Теперь, оказавшись одна среди волшебных существ и загадочных видений, Тихиро должна придумать, как избавить своих родителей от чар коварной старухи.",2001,https://image.tmdb.org/t/p/w500/uANcal3l15d0rFb5fTXhCAhSold.jpg,8.534,18327,124,Хаяо Миядзаки,"Руми Хиираги, Мию Ирино, Мари Нацуки, Такаши Наито, Ясуко Савагути, Тацуя Гасюин, Рюноскэ Камики, Юми Тамай, Йо Оидзуми, Коба Хаяши"
122,Властелин колец: возвращение короля,The Lord of the Rings: The Return of the King,Арагорн оказывается наследником древних королей. Вместе с Гэндальфом и другими участниками распавшегося Братства кольца он борется за спасение Гондора.,2003,https://image.tmdb.org/t/p/w500/x6NqCWwU1SrQnvfdmVPAuATyUgD.jpg,8.499,26562,201,Питер Джексон,"Элайджа Вуд, Иэн МакКеллен, Вигго Мортенсен, Шон Эстин, Энди Сёркис, Доминик Монаган, Билли Бойд, Джон Ноубл, Дэвид Уэнэм, Миранда Отто"
157336,Интерстеллар,Interstellar,"Когда засуха, пыльные бури и вымирание растений приводят человечество к продовольственному кризису, коллектив исследователей и учёных отправляется сквозь червоточину в путешествие, чтобы превзойти прежние ограничения для космических путешествий человека и найти планету с подходящими для человечества условиями.",2014,https://image.tmdb.org/t/p/w500/vReLRjDV9XPhiOSEW7QWow4DXwf.jpg,8.475,39847,169,Кристофер Нолан,"Мэттью Макконахи, Энн Хэтэуэй, Майкл Кейн, Джессика Честейн, Кейси Аффлек, Уэс Бентли, Тофер Грейс, Маккензи Фой, Эллен Бёрстин, Джон Литгоу"
680,Криминальное чтиво,Pulp Fiction,"Пути двух наемных убийц, профессионального бойца, двух бандитов и жены гангстера пересекаются в этом закрученном кровавом путешествии по злачному центру Лос-Анджелеса.",1994,https://image.tmdb.org/t/p/w500/qvbfoyW2zaI15c0quUfF6CRGH4H.jpg,8.484,30207,154,Квентин Тарантино,"Джон Траволта, Сэмюэл Л. Джексон, Ума Турман, Брюс Уиллис, Винг Рэймс, Харви Кейтель, Эрик Штольц, Тим Рот, Аманда Пламмер, Мария де Медейруш"
497,Зелёная миля,The Green Mile,"Пол Эджкомб — начальник блока смертников в тюрьме «Холодная гора», каждый из узников которого однажды проходит «зеленую милю» по пути к месту казни. Пол повидал много заключённых и надзирателей за время работы. Однако гигант Джон Коффи, обвинённый в страшном преступлении, стал одним из самых необычных обитателей блока.",1999,https://image.tmdb.org/t/p/w500/lHxe8t4B0CKv4DO0C0B4rsuiG95.jpg,8.506,19267,189,Фрэнк Дарабонт,"Том Хэнкс, Дэвид Морс, Бонни Хант, Майкл Кларк Дункан, Джеймс Кромвелл, Майкл Джитер, Грэм Грин, Даг Хатчисон, Сэм Рокуэлл, Барри Пеппер"
496243,Паразиты,기생충,"Обычное корейское семейство жизнь не балует. Приходится жить в сыром грязном полуподвале, воровать интернет у соседей и перебиваться случайными подработками. Однажды друг сына семейства, уезжая на стажировку за границу, предлагает тому заменить его и поработать репетитором у старшеклассницы в богатой семье Пак. Подделав диплом о высшем образовании, парень отправляется в шикарный дизайнерский особняк и производит на хозяйку дома хорошее впечатление. Тут же ему в голову приходит необычный план по трудоустройству сестры.",2019,https://image.tmdb.org/t/p/w500/9xL2PwIOerz8jld06J9cxwuJfoD.jpg,8.495,20645,131,Пон Джун Хо,"Сон Кан Хо, Ли Сон Гюн, Чо Ё Чжон, Чхве У Сик, Пак Со Там, Ли Чон Ын, Чан Хе Джин, Пак Мён Хун, Чон Чжи Со, Чон Хён Чжун"
550,Бойцовский клуб,Fight Club,"Сотрудник страховой компании страдает хронической бессонницей и отчаянно пытается вырваться из мучительно скучной жизни. Однажды в очередной командировке он встречает некоего Тайлера Дёрдена — харизматического торговца мылом с извращенной философией. Тайлер уверен, что самосовершенствование — удел слабых, а единственное, ради чего стоит жить, — саморазрушение. Проходит немного времени, и вот уже новые друзья лупят друг друга почем зря на стоянке перед баром, и очищающий мордобой доставляет им высшее блаженство. Приобщая других мужчин к простым радостям физической жестокости, они основывают тайный Бойцовский клуб, который начинает пользоваться невероятной популярностью.",1999,https://image.tmdb.org/t/p/w500/66RvLrRJTm4J8l3uHXWF09AICol.jpg,8.438,32052,139,Дэвид Финчер,"Эдвард Нортон, Брэд Питт, Хелена Бонем Картер, Meat Loaf, Джаред Лето, Зак Гренье, Холт Маккэллани, Эйон Бэйли, Richmond Arquette, Дэвид Эндрюс"
389,12 разгневанных мужчин,12 Angry Men,"Юношу обвиняют в убийстве собственного отца, ему грозит электрический стул. Двенадцать присяжных собираются чтобы вынести вердикт: виновен или нет.С начала заседания почти все склонились к тому, что виновен, и лишь только один из двенадцати позволил себе усомниться. Счет голосов присяжных по принципу «виновен — невиновен» был 11:1. К концу собрания мнения судей кардинально изменились…",1957,https://image.tmdb.org/t/p/w500/uDFEvhvKrH61KuGWWozRtbw2Rjv.jpg,8.561,9991,97,Сидни Люмет,"Мартин Болсам, Джон Фидлер, Ли Джей Кобб, Э. Г. Маршалл, Jack Klugman, Edward Binns, Джек Уорден, Генри Фонда, Joseph Sweeney, Ed Begley"
120,Властелин колец: братство кольца,The Lord of the Rings: The Fellowship of the Ring,"Фродо Бэггинс отправляется в необыкновенное путешествие, чтобы уничтожить кольцо Саурона. Он пройдет путь от безмятежной деревни хоббитов до дымящихся пустошей Мордора.",2001,https://image.tmdb.org/t/p/w500/mICmkjv3D5HYbp9if9d3WIVNZxL.jpg,8.435,27559,179,Питер Джексон,"Элайджа Вуд, Иэн МакКеллен, Вигго Мортенсен, Шон Эстин, Иэн Холм, Лив Тайлер, Кристофер Ли, Шон Бин, Билли Бойд, Доминик Монаган"
121,Властелин колец: две крепости,The Lord of the Rings: The Two Towers,"Фродо и Сэм идут в Мордор, чтобы уничтожить Кольцо Всевластия. Тем временем Гимли, Леголас и Арагорн отправляются на поиски Мерри и Пиппина, которых схватили орки.",2002,https://image.tmdb.org/t/p/w500/tGoC0XMAHrDm8iZlDWI4uk80kdo.jpg,8.419,23893,179,Питер Джексон,"Элайджа Вуд, Иэн МакКеллен, Вигго Мортенсен, Шон Эстин, Энди Сёркис, Джон Рис-Дэвис, Орландо Блум, Бернард Хилл, Миранда Отто, Доминик Монаган"
372058,Твоё имя,君の名は。,"Токийский парень Таки и провинциальная девушка Мицуха обнаруживают, что между ними существует странная связь. Во сне они меняются телами и проживают жизни друг друга. Но однажды эта способность исчезает так же внезапно, как появилась. Таки решает во что бы то ни стало отыскать Мицуху.",2016,https://image.tmdb.org/t/p/w500/iH2WDCYLIUjc7oPWRT7Kxgxza6k.jpg,8.479,12571,110,Макото Синкай,"Рюноскэ Камики, Монэ Камишираиши, Рё Нарита, Аой Юки, Нобунага Симадзаки, Кайто Исикава, Канон Тани, Масаки Тэрасома, Саяка Охара, Кадзухико Иноуэ"
769,Славные парни,GoodFellas,"История о Генри Хилле — начинающем гангстере, занимающемся грабежами вместе с подельниками Джими Конвеем и Томми Де Вито, которые с легкостью убивают любого, кто встаёт у них на пути.",1990,https://image.tmdb.org/t/p/w500/U8NIEbRRPiD32j0rTlvMrQsIXJ.jpg,8.453,14358,140,Мартин Скорсезе,"Роберт Де Ниро, Рэй Лиотта, Джо Пеши, Лоррейн Бракко, Paul Sorvino, Фрэнк Сиверо, Tony Darrow, Майк Старр, Фрэнк Винсент, Chuck Low"
27205,Начало,Inception,"Дом Кобб — талантливый вор, лучший из лучших в опасном искусстве извлечения: он крадёт ценные секреты из глубин подсознания во время сна, когда человеческий разум наиболее уязвим. Редкие способности Кобба сделали его ценным игроком в привычном к предательству мире промышленного шпионажа, но они же превратили его в извечного беглеца и лишили всего, что он когда-либо любил.  И вот у Кобба появляется шанс исправить ошибки. Его последнее дело может вернуть всё назад, но для этого ему нужно совершить невозможное — инициацию. Вместо идеальной кражи Кобб и его команда спецов должны будут провернуть обратное. Теперь их задача — не украсть идею, а внедрить её. Если у них получится, это и станет идеальным преступлением.  Но никакое планирование или мастерство не могут подготовить команду к встрече с опасным противником, который, кажется, предугадывает каждый их ход. Врагом, увидеть которого мог бы лишь Кобб.",2010,https://image.tmdb.org/t/p/w500/piQXcdOGgv1O9HQ07pI0tnjkGJw.jpg,8.372,39277,148,Кристофер Нолан,"Леонардо ДиКаприо, Джозеф Гордон-Левитт, Кэн Ватанабэ, Том Харди, Эллиот Пейдж, Дилип Рао, Киллиан Мёрфи, Том Беренджер, Марион Котийяр, Пит Постлетуэйт"
637,Жизнь прекрасна,La vita è bella,"Во время Второй мировой войны из Италии в концлагерь были отправлены евреи - отец с маленьким сыном. Жена-итальянка добровольно последовала за ними. В лагере отец сказал мальчику, что всё происходящее вокруг является большой интересной игрой за приз в виде настоящего танка. И этот классный приз достанется тому мальчику, который сможет не попасться на глаза надзирателям.",1997,https://image.tmdb.org/t/p/w500/seSip2zebLmHzDHfLstRF6yyqqq.jpg,8.439,13990,116,Roberto Benigni,"Roberto Benigni, Nicoletta Braschi, Джорджо Кантарини, Giustino Durano, Sergio Bini Bustric, Marisa Paredes, Хорст Буххольц, Lidia Alfonsi, Giuliana Lojodice, Amerigo Fontani"
807,Семь,Se7en,"Детектив Уильям Сомерсет — ветеран уголовного розыска, мечтающий уйти на пенсию и уехать подальше от города и его грешных обитателей. За семь дней до пенсии на Сомерсета сваливаются две неприятности: молодой напарник Миллс и особо изощренное убийство. Острый ум опытного следователя сразу определяет, что за этим преступлением, скорее всего, последуют другие.",1995,https://image.tmdb.org/t/p/w500/1e7WmKXLo6xqibkYBwwGWOcF43E.jpg,8.382,23091,127,Дэвид Финчер,"Морган Фримен, Брэд Питт, Гвинет Пэлтроу, Джон Кассини, Peter Crombie, Рег Ю. Кэти, Р. Ли Эрми, Daniel Zacapa, Эндрю Кевин Уокер, Джордж Кристи"
1891,Звёздные войны: Эпизод 5 - Империя наносит ответный удар,The Empire Strikes Back,"Борьба за Галактику обостряется в пятом эпизоде космической саги.  Войска Императора начинают массированную атаку на повстанцев и их союзников. Хан Соло и принцесса Лейя укрываются в Заоблачном Городе, в котором их и захватывает Дарт Вейдер, в то время как Люк Скайуокер находится на таинственной планете джунглей Дагоба.  Там Мастер Джедай Йода обучает молодого рыцаря навыкам обретения Силы. Люк даже не предполагает, как скоро ему придётся воспользоваться знаниями старого Мастера: впереди битва с превосходящими силами Императора и смертельный поединок с Дартом Вейдером.",1980,https://image.tmdb.org/t/p/w500/4P59R7RIuMX2wiT2AGsUBrKoQBG.jpg,8.392,18409,124,Ирвин Кершнер,"Марк Хэмилл, Харрисон Форд, Кэрри Фишер, Билли Ди Уильямс, Энтони Дэниелс, Дэвид Праус, Питер Мейхью, Кенни Бейкер, Фрэнк Оз, Алек Гиннесс"
324857,Человек-паук: Через вселенные,Spider-Man: Into the Spider-Verse,"В центре сюжета уникальной и инновационной в визуальном плане картины подросток из Нью-Йорка Майлз Моралес, который живет в мире безграничных возможностей вселенных Человека-паука, где костюм супергероя носит не только он.",2018,https://image.tmdb.org/t/p/w500/wmEKJr81CABBU68Qy2wYPwQHn0L.jpg,8.393,17225,117,"Боб Персичетти, Питер Рэмси, Родни Ротман","Шамик Мур, Джейк Джонсон, Хейли Стайнфелд, Махершала Али, Брайан Тайри Генри, Лили Томлин, Луна Лорен Велес, Зои Кравиц, Джон Малейни, Кимико Гленн"
429,"Хороший, плохой, злой","Il buono, il brutto, il cattivo","В разгар гражданской войны таинственный стрелок скитается по просторам Дикого Запада. У него нет ни дома, ни друзей, ни компаньонов, пока он не встречает двоих незнакомцев, таких же безжалостных и циничных. По воле судьбы трое мужчин вынуждены объединить свои усилия в поисках украденного золота. Но совместная работа — не самое подходящее занятие для таких отъявленных бандитов, как они. Компаньоны вскоре понимают, что в их дерзком и опасном путешествии по разорённой войной стране самое важное — никому не доверять и держать пистолет наготове, если хочешь остаться в живых.",1966,https://image.tmdb.org/t/p/w500/fGDK72duT0YbdORyNo1QVuzDYzE.jpg,8.468,9644,178,Sergio Leone,"Клинт Иствуд, Елай Воллак, Lee Van Cleef, Альдо Джуффре, Луиджи Пистилли, Rada Rassimov, Enzo Petito, Claudio Scarchilli, Antonio Casale, Livio Lorenzon"
244786,Одержимость,Whiplash,"Эндрю мечтает стать великим. Казалось бы, вот-вот его мечта осуществится. Юношу замечает настоящий гений, дирижер лучшего в стране оркестра. Желание Эндрю добиться успеха быстро становится одержимостью, а безжалостный наставник продолжает подталкивать его все дальше и дальше – за пределы человеческих возможностей. Кто выйдет победителем из этой схватки?",2014,https://image.tmdb.org/t/p/w500/nq3mYsTXx6086nFXxzDReQI0J1S.jpg,8.375,16629,107,Дэмьен Шазелл,"Майлз Теллер, Джей Кей Симмонс, Пол Райзер, Мелисса Бенойст, Austin Stowell, Nate Lang, Крис Малки, Damon Gupton, Suanne Spoke, Max Kasch"
510,Пролетая над гнездом кукушки,One Flew Over the Cuckoo's Nest,"Рэндла Патрика Макмёрфи, патологического преступника и бунтаря, переводят из колонии в психиатрическую клинику, чтобы установить, является он душевнобольным или нет. В клинике он обнаруживает, что отделение контролирует хладнокровная, строгая и одержимая распорядком старшая медсестра Милдред Рэтчед. Макмёрфи намерен не подчиняться абсурдным, на его взгляд, правилам и одновременно повеселиться от души. Его бунтарская натура заражает других пациентов, но сестра Рэтчед решительно настроена пресечь это.",1975,https://image.tmdb.org/t/p/w500/fn5m0hbHOqEWpSGmDzvhj8G0KCq.jpg,8.413,11452,134,Милош Форман,"Джек Николсон, Брэд Дуриф, Луиза Флетчер, Дэнни Де Вито, Уильям Редфилд, Скэтмэн Крозерс, Кристофер Ллойд, Уилл Сэмпсон, Дин Р. Брукс, Майкл Берриман"
539,Психо,Psycho,"Мэрион Крэйн недовольна романом с разведённым мужчиной, который уделяет ей внимание только наездами. Поэтому девушка крадёт на работе крупную сумму и в спешке бежит из города. В мотеле, где она остановилась на ночь, ей приходится столкнуться с его молодым владельцем  — очень странным молодым человеком.",1960,https://image.tmdb.org/t/p/w500/giZbloK8oHJ1Ei6OL5otBhlKtcQ.jpg,8.413,10991,109,Альфред Хичкок,"Энтони Перкинс, Джанет Ли, Vera Miles, John Gavin, Мартин Болсам, John McIntire, Simon Oakland, Frank Albertson, Patricia Hitchcock, Vaughn Taylor"
687163,Проект «Конец света»,Project Hail Mary,"Астронавт Райленд Грейс просыпается на космическом корабле, не помня ни себя, ни свою миссию. Постепенно мужчина приходит к выводу, что он — единственный выживший из экипажа, отправленного в звёздную систему Тау Кита в поисках спасения от катастрофы на Земле. Райленду предстоит положиться на свои обширные научные знания, изобретательность и силу воли, но, возможно, ему не придётся искать в одиночку.",2026,https://image.tmdb.org/t/p/w500/cleiiADxvT9mEzXHVDdAyaCZCVB.jpg,8.639,4337,156,"Фил Лорд, Крис Миллер","Райан Гослинг, Сандра Хюллер, Джеймс Ортис, Лайонел Бойс, Милана Вайнтруб, Кен Люн, Прия Кансара, Миа Сотерье, Аннель Олалейе, Майя Эва Хосейн"
274,Молчание ягнят,The Silence of the Lambs,"Психопат похищает и убивает молодых женщин по всему Среднему Западу. ФБР, уверенное, что все преступления совершены одним и тем же человеком, поручает агенту Клариссе Старлинг встретиться с заключенным-маньяком Ганнибалом Лектером, который мог бы помочь составить психологический портрет убийцы. Сам Лектер отбывает наказание за убийства и каннибализм. Он согласен помочь Клариссе лишь в том случае, если она попотчует его больное воображение подробностями своей личной жизни.",1991,https://image.tmdb.org/t/p/w500/5vhSSCYd6DIVleZBYDxdgzc6i8w.jpg,8.345,17983,118,Джонатан Демми,"Джоди Фостер, Энтони Хопкинс, Скотт Гленн, Тед Левайн, Энтони Хилд, Брук Смит, Дайан Бэйкер, Кейси Леммонс, Фрэнки Фэйзон, Трейси Уолтер"
105,Назад в будущее,Back to the Future,"Подросток Марти с помощью машины времени, сооруженной его пожилым другом Доком, полубезумцем-полугением, попадает из своих 80-х в далекие 50-е. Там он встречается со своими будущими родителями, еще подростками, и со своим другом-профессором, совсем молодым. Он нарушает естественный ход событий прошлого, чем вызывает массу смешных и драматических ситуаций. Собственная смекалка и хитроумная фантазия профессора-изобретателя помогают Марти преодолеть все препятствия и благополучно вернуться в свое время.",1985,https://image.tmdb.org/t/p/w500/eSaVxwfwl2KmcewzCve657ITDXk.jpg,8.326,21809,116,Роберт Земекис,"Майкл Дж. Фокс, Кристофер Ллойд, Криспин Гловер, Лиа Томпсон, Клаудия Уэллс, Томас Ф. Уилсон, Марк МакКлюр, Уэнди Джо Спербер, Джордж ДиЧенцо, Фрэнсис Ли Маккейн"
4935,Ходячий замок,ハウルの動く城,"Злая ведьма заточила 18-летнюю Софи в тело старухи. Девушка-бабушка бежит из города куда глаза глядят и встречает удивительный дом на ножках, где знакомится с могущественным волшебником Хаулом и демоном Кальцифером. Кальцифер должен служить Хаулу по договору, условия которого он не может разглашать. Девушка и демон решают помочь друг другу избавиться от злых чар.",2004,https://image.tmdb.org/t/p/w500/oQvAlVSjYsJZPg9raiQRYE0aVrv.jpg,8.388,11076,119,Хаяо Миядзаки,"Тиэко Байсё, Такуя Кимура, Акихиро Мива, Тацуя Гасюин, Рюноскэ Камики, Мицунори Исаки, Йо Оидзуми, Акио Оцука, Дайдзиро Харада, Харуко Като"
598,Город бога,Cidade de Deus,"60-е годы XX века. «Город Бога» — квартал в Рио-де-Жанейро, где живут главные герои — 8-летний Ракета, мечтающий стать фотографом, и его одногодок Дадинью. Дадинью принимает участие в вооруженном ограблении, организованном живущим по соседству гангстером Кабалейрой; с согласия Кабалейры он совершает свое первое убийство. 70-е годы. Ракета постоянно балансирует между мелкими правонарушениями и честной жизнью. На счету у Дадинью уже несколько убийств. Он возглавляет банду, которой управляет, используя хитрость и хладнокровное предательство. Поняв, что настоящая власть и большие деньги может дать только контроль над торговлей наркотиками в их квартале, он безжалостно идет к своей цели. 80-е годы. Ракета наконец получает фотоаппарат и осуществляет свою детскую мечту. Мечта Дадинью тоже сбылась: в 18 лет он стал самым крутым торговцем наркотиками в Рио.",2002,https://image.tmdb.org/t/p/w500/xUM7xcRNuWFAtwK8mYRWcqQNwKe.jpg,8.429,8185,130,Фернанду Мейреллиш,"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva, Jonathan Haagensen, Matheus Nachtergaele, Seu Jorge, Jefechander Suplino, Алиси Брага, Emerson Gomes"
423,Пианист,The Pianist,"Фильм снят по автобиографии Владислава Шпильмана, одного из лучших пианистов Польши 30-х годов прошлого века. Главный герой фильма — Владек — занимается искусством до тех пор, пока территорию Польши не занимают нацисты. Жизнь всех евреев меняется: их помещают в Варшавское гетто, запрещают работать, унижают, заставляют носить отличительные повязки, а через некоторое время отправляют в концлагерь.",2002,https://image.tmdb.org/t/p/w500/eih8OFL5Kc4nrGU821jxU5rWINx.jpg,8.375,10139,149,Роман Полански,"Эдриен Броуди, Томас Кречман, Фрэнк Финлей, Maureen Lipman, Emilia Fox, Эд Стоппард, Julia Rayner, Jessica Kate Meyer, Michał Żebrowski, Wanja Mues"
73,Американская история X,American History X,"Лидер местной банды скинхэдов Дерек Виньярд прочно удерживает авторитет в своем районе. Убежденный в своей правоте, он беспощадно расправляется с теми, кто имеет не белый цвет кожи. Независимость и смелость Дерека вызывают восхищение у его младшего брата Дэнни, который уже тоже сделал свой выбор. Но зверское убийство двух чернокожих парней, совершенное Дереком, разделяет дороги братьев: Дерек оказывается в тюрьме, где существует свой расклад сил, а Дэнни на свободе успешно продолжает дело брата. До тех пор, пока их пути не пересеклись вновь...",1998,https://image.tmdb.org/t/p/w500/2dIE1KOc7Fa3FIMzph8mBJK17KM.jpg,8.327,12572,119,Тони Кэй,"Эдвард Нортон, Эдвард Ферлонг, Беверли Д’Анджело, Jennifer Lien, Итан Сапли, Fairuza Balk, Эйвери Брукс, Эллиотт Гулд, Стейси Кич, William Russ"
101,Леон,Léon,"Профессиональный убийца Леон неожиданно для себя самого решает помочь 12-летней соседке Матильде, семью которой убили коррумпированные полицейские.",1994,https://image.tmdb.org/t/p/w500/yyjNn3Ly7ChAT2V9yOlx8QyFs82.jpg,8.295,16104,133,Люк Бессон,"Жан Рено, Натали Портман, Гэри Олдман, Дэнни Айелло, Peter Appel, Michael Badalucco, Эллен Грин, Elizabeth Regen, Carl J. Matusovich, Eric Challier"
12477,Могила светлячков,火垂るの墓,"Последние дни Второй мировой войны, американская авиация бомбит беззащитные японские города. В водоворот каждодневного кошмара попадают 14-летний Сэйта и его сестренка Сэцуко - потеряв близких, они остались совсем одни. Мальчик в одночасье становится взрослым и осознаёт, что от него зависит жизнь маленькой сестры. Укрывшись в заброшенном убежище, Сэйта и Сэцуко пытаются выжить собственными силами. И пусть в их глазах смертоносный огонь в небе - всего лишь огоньки светлячков, жестокая война не щадит даже невинные детские души, вынося им беспощадный приговор.",1988,https://image.tmdb.org/t/p/w500/nJYXr0RAznczy5tCZtYcjoYMjEg.jpg,8.442,6521,88,Исао Такахата,"Цутому Тацуми, Аяно Сираиси, Йошико Шинохара, Акэми Ямагути, Масаё Сакай, Кодзо Хасида, Кадзуми Нодзаки, Йошио Мацуока, Масахиро Канэтаке, Киёши Янэгава"
603,Матрица,The Matrix,"Жизнь Томаса Андерсона разделена на две части: днём он — самый обычный офисный работник, получающий нагоняи от начальства, а ночью превращается в хакера по имени Нео, и нет места в сети, куда он бы не смог проникнуть. Но однажды всё меняется. Томас узнаёт ужасающую правду о реальности.",1999,https://image.tmdb.org/t/p/w500/kEDbym5htJgDQNenjUtSJxAHysB.jpg,8.246,27903,136,"Ларри Вачовски, Энди Вачовски","Киану Ривз, Лоренс Фишбёрн, Кэрри-Энн Мосс, Хьюго Уивинг, Глория Фостер, Джо Пантолиано, Маркус Чонг, Джулиан Араханга, Мэтт Доран, Белинда МакКлори"
299536,Мстители: Война бесконечности,Avengers: Infinity War,"Пока Мстители и их союзники продолжают защищать мир от различных опасностей, с которыми не смог бы справиться один супергерой, новая угроза возникает из космоса: Танос. Межгалактический тиран преследует цель собрать все шесть Камней Бесконечности — артефакты невероятной силы, с помощью которых можно менять реальность по своему желанию. Всё, с чем Мстители сталкивались ранее, вело к этому моменту — судьба Земли никогда ещё не была столь неопределённой.",2018,https://image.tmdb.org/t/p/w500/c6RSGB6O0RaaHG3JGLq8lnUJSBC.jpg,8.236,32004,149,"Джо Руссо, Энтони Руссо","Роберт Дауни мл., Крис Эванс, Крис Хемсворт, Джош Бролин, Марк Руффало, Скарлетт Йоханссон, Дон Чидл, Бенедикт Камбербэтч, Том Холланд, Чедвик Боузман"
77338,1+1,Intouchables,"Пострадав в результате несчастного случая, богатый аристократ Филипп нанимает в помощники человека, который менее всего подходит для этой работы, – молодого жителя предместья Дрисса, только что освободившегося из тюрьмы. Несмотря на то, что Филипп прикован к инвалидному креслу, Дриссу удается привнести в размеренную жизнь аристократа дух приключений.",2011,https://image.tmdb.org/t/p/w500/zQsq95pYgjhJwYKqoFdeXlVse88.jpg,8.27,18425,113,"Éric Toledano, Olivier Nakache","Франсуа Клюзе, Омар Си, Анн Ле Ни, Одри Флёро, Жозефин де Мо, Клотильд Молле, Альба Гайя Крагеде Беллуджи, Cyril Mendy, Salimata Kamate, Absa Diatou Toure"
