tmdb_id,title,original_title,description,release_year,image_url,external_rating_average,external_rating_count,runtime_minutes,director_names,actor_names
1585,Эта замечательная жизнь,It's a Wonderful Life,"Джордж Бейли, житель небольшого провинциального городка, всегда хотел повидать мир, но обстоятельства не давали ему покинуть родные места. Он жертвовал собой ради других, копил каждый цент, чтобы содержать семью, брал взаймы и защищал городок от злого банкира Поттера. И вот, в канун Рождества, расстроенный бесчисленными проблемами и терзаемый мыслями, что лучше бы и вовсе не рождаться, Джордж решается на отчаянный поступок. Но именно в этот момент к нему приходит ангел, чтобы показать мужчине, какой была бы жизнь, если бы он не родился.",1946,https://image.tmdb.org/t/p/w500/1LQttOFucBRi7yX6lAwXOm5ymgi.jpg,8.281,4905,130,Фрэнк Капра,"Джеймс Стюарт, Donna Reed, Лайонел Бэрримор, Томас Митчелл, Henry Travers, Beulah Bondi, Frank Faylen, Уорд Бонд, Gloria Grahame, H.B. Warner"
637920,Чудо в камере № 7,Koğuştaki Mucize,"Мемо - взрослый мужчина с интеллектом семилетнего ребенка. Однако он сумел построить семью, у него появилась дочь Ова. Однажды проходя мимо парка, Мемо видит в озере девочку и пытается её спасти, но безуспешно - девочка погибает. Оказывается, она была дочерью полицейского начальника, и тот арестовывает мужчину и сажает в тюрьму.",2019,https://image.tmdb.org/t/p/w500/rBox8iyaG6TZzGFJLha42aylkFt.jpg,8.3,4560,132,Mehmet Ada Öztekin,"Арас Булут Ийнемли, Nisa Sofiya Aksongur, İlker Aksum, Mesut Akusta, Yıldıray Şahinler, Yurdaer Okur, Sarp Akkaya, Deniz Baysal, Deniz Celiloğlu, Ферит Кая"
398818,Назови меня своим именем,Call Me by Your Name,"Италия, лето 1983 года. Жизнь 17-летнего Элио навсегда меняется после встречи с харизматичным научным ассистентом его отца — Оливером.",2017,https://image.tmdb.org/t/p/w500/a9cZC9mutwtS9F9uvIDqeoO8gSJ.jpg,8.091,12744,132,Лука Гуаданьино,"Арми Хаммер, Тимоти Шаламе, Майкл Стулбарг, Амира Казар, Эстер Гаррель, Виктуар Дю Буа, Ванда Каприоло, Антонио Римольди, Елена Буччи, Marco Sgrosso"
527641,В метре друг от друга,Five Feet Apart,"Пространство, в котором они существуют, диктует жестокое условие — влюбленные должны находиться не ближе метра друг от друга, им недоступно даже прикосновение. Но истинная любовь не знает границ, и чем сильнее чувства, тем больше соблазн нарушить правила…",2019,https://image.tmdb.org/t/p/w500/jkdiMtui1tg6oHad9gPZyYIH4aY.jpg,8.214,5916,116,Джастин Бальдони,"Хейли Лу Ричардсон, Коул Спроус, Мойзес Ариас, Kimberly Hébert Gregory, Парминдер Награ, Клэр Форлани, Cynthia Evans, Гари Викс, Sophia Bernard, Эмили Бальдони"
106646,Волк с Уолл-стрит,The Wolf of Wall Street,"1987 год. Джордан Белфорт становится брокером в успешном инвестиционном банке. Вскоре банк закрывается после внезапного обвала индекса Доу-Джонса. По совету жены Терезы Джордан устраивается в небольшое заведение, занимающееся мелкими акциями. Его настойчивый стиль общения с клиентами и врождённая харизма быстро даёт свои плоды. Он знакомится с соседом по дому Донни, торговцем, который сразу находит общий язык с Джорданом и решает открыть с ним собственную фирму. В качестве сотрудников они нанимают нескольких друзей Белфорта, его отца Макса и называют компанию «Стрэттон Оукмонт». В свободное от работы время Джордан прожигает жизнь: лавирует от одной вечеринки к другой, вступает в сексуальные отношения с проститутками, употребляет множество наркотических препаратов, в том числе кокаин и кваалюд. Однажды наступает момент, когда быстрым обогащением Белфорта начинает интересоваться агент ФБР...",2013,https://image.tmdb.org/t/p/w500/ihlWMaVZVXFzxU5wwZnbHJZ7Zpx.jpg,8.028,25917,180,Мартин Скорсезе,"Леонардо ДиКаприо, Джона Хилл, Марго Робби, Мэттью Макконахи, Кайл Чендлер, Роб Райнер, Джон Бернтал, Джон Фавро, Жан Дюжарден, Джоанна Ламли"
508442,Душа,Soul,"Уже немолодой школьный учитель музыки Джо Гарднер всю жизнь мечтал выступать на сцене в составе джазового ансамбля. Однажды он успешно проходит прослушивание у известной клубной певицы и, возвращаясь домой вне себя от счастья, падает в люк и умирает. Теперь у Джо одна дорога — в Великое После, но он сбегает с идущего в вечность эскалатора и случайно попадает в Великое До. Тут новенькие души обретают себя, и у будущих людей зарождаются увлечения, мечты и интересы. Джо становится наставником упрямой души 22, которая уже много веков не может найти свою искру и отправиться на Землю.",2020,https://image.tmdb.org/t/p/w500/jZkksyMZdTYw7fIVKyA95nFEPnt.jpg,8.093,11410,106,Пит Доктер,"Джейми Фокс, Тина Фей, Graham Norton, Рэйчел Хаус, Алиси Брага, Ричард Айоади, Филисия Рашад, Donnell Rawlings, Questlove, Анджела Бассетт"
3082,Новые времена,Modern Times,"Эмоциональный, выдержанный в комическом ключе, отклик на перекосы машинной эпохи. Маленький Бродяга не желает быть «винтиком» в огромной мега-машине промышленного производства и так похожего на него человеческого общества. Чарли сражается с тупыми богачами, всесильными полицейскими, бездушными начальниками конвейерного производства. Иногда он выигрывает в этих сражениях, но чаще проигрывает, в конце концов, бесстрашно идет навстречу рассвету. Хотя «Новые времена» считается последним немым фильмом Чарли Чаплина, в нем Маленький Бродяга в первый и в последний раз обрел голос. Правда, он не заговорил, а запел в финальных кадрах картины, символизируя прощание с прекрасной эпохой немого кинематографа.",1936,https://image.tmdb.org/t/p/w500/yyEikQUvbB6MwPYlJiysvyoqS8L.jpg,8.3,4080,87,Чарли Чаплин,"Чарли Чаплин, Полетт Годдар, Генри Бергман, Tiny Sandford, Честер Конклин, Хэнк Манн, Stanley Blystone, Al Ernest Garcia, Richard Alexander, Cecil Reynolds"
791373,Лига справедливости Зака Снайдера,Zack Snyder's Justice League,"Вдохновившись самопожертвованием Супермена, Брюс Уэйн вновь обретает веру в человечество. Он заручается поддержкой новой союзницы Дианы Принс, чтобы сразиться с ещё более могущественным противником. Бэтмен и Чудо-женщина набирают команду сверхлюдей для борьбы с пробудившейся угрозой.",2021,https://image.tmdb.org/t/p/w500/tpPWUv258JrMSIdkVVV1NDp3aoT.jpg,8.09,10819,242,Зак Снайдер,"Бен Аффлек, Генри Кавилл, Галь Гадот, Рэй Фишер, Джейсон Момоа, Эзра Миллер, Киаран Хайндс, Эми Адамс, Уиллем Дефо, Джереми Айронс"
693134,Дюна: Часть вторая,Dune: Part Two,"Герцог Пол Атрейдес присоединяется к фременам, чтобы стать Муад Дибом, одновременно пытаясь остановить наступление войны.",2024,https://image.tmdb.org/t/p/w500/3aLghRkuJc9cs770fxo4a6YWht3.jpg,8.128,7970,166,Дени Вильнёв,"Тимоти Шаламе, Зендея, Ребекка Фергюсон, Хавьер Бардем, Джош Бролин, Остин Батлер, Флоренс Пью, Дейв Батиста, Кристофер Уокен, Леа Сейду"
673,Гарри Поттер и узник Азкабана,Harry Potter and the Prisoner of Azkaban,"В третьей части экранизации бестселлера о юном волшебнике, полюбившиеся всем герои — Гарри Поттер, Рон и Гермиона — возвращаются уже на третий курс школы чародейства и волшебства «Хогвартс». На этот раз они должны раскрыть тайну узника, сбежавшего из зловещей тюрьмы Азкабан, чьё пребывание на воле создаёт для Гарри смертельную опасность...",2004,https://image.tmdb.org/t/p/w500/mncDize7FLO9RBovXKZ7LefUkbu.jpg,8.008,23146,136,Альфонсо Куарон,"Дэниел Рэдклифф, Руперт Гринт, Эмма Уотсон, Робби Колтрейн, Майкл Гэмбон, Гэри Олдман, Дэвид Тьюлис, Тимоти Сполл, Алан Рикман, Том Фелтон"
120467,Отель «Гранд Будапешт»,The Grand Budapest Hotel,"Картина расскажет о легендарном консьерже популярного европейского отеля и проследит за его жизнью между двумя мировыми войнами, а также за его дружбой с юным сотрудником, который становится его протеже. Сюжет включает в себя кражу бесценной картины эпохи Возрождения, борьбу за огромное наследство и потрясения, постигшие Европу во время первой половины XX века.",2014,https://image.tmdb.org/t/p/w500/5qFxj03eBrkI0bUiGIonb4e0AI4.jpg,8.028,16087,100,Уэс Андерсон,"Рэйф Файнс, Ф. Мюррей Абрахам, Матьё Амальрик, Эдриен Броуди, Уиллем Дефо, Джефф Голдблюм, Харви Кейтель, Джуд Лоу, Билл Мюррей, Эдвард Нортон"
406997,Чудо,Wonder,"С одной стороны мальчик Август Пулман такой же как и другие мальчишки его возраста — любит ходить на дни рождения к друзьям, играть в компьютерные игры, фанатеет от «Звездных войн», играет со своей собакой, ссорится и мирится со старшей сестрой. А с другой — он совсем не такой как другие мальчишки его возраста. Во-первых, Август никогда не ходил в обычную школу — с первого класса с ним дома занималась мама. Во-вторых, Август перенес 27 операций. Из-за очень редкой, но иногда встречающейся генетической ошибки у Августа нет лица. И вот такой мальчик должен пойти в школу. В первый раз. К обычным детям.",2017,https://image.tmdb.org/t/p/w500/hRClAuV3PVW2ybSaM8AsOMK77pI.jpg,8.107,8252,113,Стивен Чбоски,"Джейкоб Трамбле, Джулия Робертс, Оуэн Уилсон, Izabela Vidovic, Ноа Джуп, Millie Davis, Bryce Gheisar, Мэнди Патинкин, Danielle Rose Russell, Давид Диггс"
508965,Клаус,Klaus,"Почтальон-эгоист и нелюдимый мастер-игрушечник заводят странную дружбу, принося чистую радость в тёмный и холодный город, которому не хватает надежды.",2019,https://image.tmdb.org/t/p/w500/iQ4WqwaeYzL9Hiljji98AkwR8Ix.jpg,8.222,4669,96,Серджо Паблос,"Джейсон Шварцман, Джей Кей Симмонс, Рашида Джонс, Джоан Кьюсак, Норм МакДональд, Уилл Сассо, Серджо Паблос, Мила Бренер, Неда Лабба, Сидни Броуэр"
359940,"Три билборда на границе Эббинга, Миссури","Three Billboards Outside Ebbing, Missouri","Прошло несколько месяцев после убийства дочери Милдред Рейс, а преступники так и не найдены. Отчаявшаяся женщина решается на отважный шаг, арендуя на въезде в город три биллборда с посланием к главе полиции Уильяму Уиллоуби. Когда в ситуацию оказывается втянут еще и заместитель шерифа, инфантильный маменькин сынок со склонностью к насилию, офицер Диксон, борьба между Милдред и властями города только усугубляется.",2017,https://image.tmdb.org/t/p/w500/xnyRGjhSIbM2ZVaolkhmPVNncL2.jpg,8.056,10900,115,Мартин Макдонах,"Фрэнсис Макдорманд, Вуди Харрельсон, Сэм Рокуэлл, Эбби Корниш, Лукас Хеджес, Желько Иванек, Калеб Лэндри Джонс, Кларк Питерс, Самара Уивинг, Джон Хоукс"
426,Головокружение,Vertigo,"Скотти Фергюсон — одинокий отставной сыщик, который страдает от патологического страха высоты. Давний друг по колледжу Гэвин Элстер просит его последить за своей женой Мэделин, одержимой идеей самоубийства.",1958,https://image.tmdb.org/t/p/w500/m6cbm4Q0ZMM20KbvzVys5ARwG5G.jpg,8.139,6327,128,Альфред Хичкок,"Джеймс Стюарт, Ким Новак, Barbara Bel Geddes, Том Хелмор, Генри Джонс, Raymond Bailey, Эллен Корби, Konstantin Shayne, Ли Патрик, Бесс Флауэрс"
914,Великий диктатор,The Great Dictator,"Первый полностью звуковой фильм Чарльза Чаплина. Он играет сразу две роли: фашистского диктатора Аденоида Хинкеля (недвусмысленно загримированной под Гитлера) и еврея — парикмахера, который как две капли воды похож на него.",1940,https://image.tmdb.org/t/p/w500/p7hACMcwj7lIK5VO20MQG4d0978.jpg,8.279,3700,125,Чарли Чаплин,"Чарли Чаплин, Полетт Годдар, Jack Oakie, Reginald Gardiner, Henry Daniell, Билли Гилберт, Grace Hayle, Carter DeHaven, Maurice Moscovitch, Emma Dunn"
872585,Оппенгеймер,Oppenheimer,"История жизни американского физика-теоретика Роберта Оппенгеймера, который во времена Второй мировой войны руководил Манхэттенским проектом — секретными разработками ядерного оружия.",2023,https://image.tmdb.org/t/p/w500/8OQzw8keE6sDNH25sOqPRTxhFTO.jpg,8.031,11783,181,Кристофер Нолан,"Киллиан Мёрфи, Эмили Блант, Мэтт Деймон, Роберт Дауни мл., Флоренс Пью, Джош Хартнетт, Кейси Аффлек, Рами Малек, Кеннет Брана, Бенни Сафди"
381284,Скрытые фигуры,Hidden Figures,"Команда афро-американок проводит для НАСА ряд математических вычислений, необходимых для запуска первой космической миссии.",2016,https://image.tmdb.org/t/p/w500/ihlAEiK8RQLvGIBwxwRHdGcDeRA.jpg,8.043,10433,126,Theodore Melfi,"Тараджи Хенсон, Октавия Спенсер, Жанель Монэ, Кевин Костнер, Кирстен Данст, Джим Парсонс, Махершала Али, Глен Пауэлл, Ariana Neal, Санийя Сидни"
635302,Истребитель демонов: Поезд «Бесконечный»,劇場版「鬼滅の刃」無限列車編,"Тандзиро с друзьями из отряда уничтожителей демонов расследует серию загадочных исчезновений внутри мчащегося поезда. Но компания ещё не знает, что в составе находится один из двенадцати Лунных демонов, и он приготовил для них ловушку.",2020,https://image.tmdb.org/t/p/w500/sFXMvI0I5GEiXRCJDIuzBBXpkiZ.jpg,8.207,4506,117,Харуо Сотодзаки,"Нацуки Ханаэ, Акари Кито, Хиро Симоно, Ёсицугу Мацуока, Сатоши Хино, Такахиро Сакурай, Кацуюки Кониси, Саори Хаями, Кэнъити Судзумура, Томокадзу Сэки"
100,"Карты, деньги, два ствола","Lock, Stock and Two Smoking Barrels","Четверо приятелей накопили по 25 тысяч фунтов, чтобы один из них мог сыграть в карты с опытным шулером и матёрым преступником, известным по кличке «Гарри Топор». Парень проиграл 500 тысяч, на выплату долга ему дали неделю, а в противном случае и ему и его друзьям каждый день будут отрубать по пальцу. Ребята решают ограбить бандитов, решивших ограбить трёх ботаников, выращивающих марихуану для местного наркобарона.",1998,https://image.tmdb.org/t/p/w500/tVpCSFRSRddK5Ma9D4Kgdsjt0cD.jpg,8.095,7201,105,Гай Ричи,"Винни Джонс, Джейсон Флеминг, Декстер Флетчер, Nick Moran, Джейсон Стейтем, Стивен Маккинтош, Николас Роу, Nick Marcq, Charles Forbes, Lenny McLean"
8392,Мой сосед Тоторо,となりのトトロ,"Сестры Сацуки и Мэй переезжают вместе с папой в деревенский дом. Однажды девочки обнаруживают, что по соседству с ними живут лесные духи — хранители леса во главе со своим могущественным и добрым повелителем Тоторо. Постепенно Тоторо становится другом девочек, помогая им в их повседневных приключениях.",1988,https://image.tmdb.org/t/p/w500/hTiDmJh24P7sKVEmtTZQU46f1LB.jpg,8.061,8806,86,Хаяо Миядзаки,"Норико Хидака, Тика Сакамото, Хитоши Такаги, Шигэсато Итой, Суми Симамото, Таниэ Китабаяши, Тошиюки Амагаса, Юко Маруяма, Масаси Хиросэ, Рэйко Судзуки"
205596,Игра в имитацию,The Imitation Game,"1941 год. Британская разведка безуспешно бьется над расшифровкой кода шифровальной машины «Энигма», разработанной немцами. Для достижения результатов наняты лучшие специалисты в области дешифровки, среди которых математик Алан Тьюринг — ученый блестящий, но не от мира сего. Добиться расположения коллег ему поможет Джоан Кларк (Кира Найтли) — единственная девушка, оказавшаяся в мужской команде, работающей над «Энигмой». Они с Аланом даже успеют обручиться, поскольку беспредельно уважают друг друга, но до свадьбы дело не дойдет. Тьюринг не хочет мучить девушку, поскольку не в силах пойти против своей природы: он гей, а геев в Великобритании преследовали по закону.",2014,https://image.tmdb.org/t/p/w500/uJpPm9i2z9tckfxiKFGwGER3l3x.jpg,7.984,18078,113,Мортен Тильдум,"Бенедикт Камбербэтч, Кира Найтли, Мэтью Гуд, Рори Киннир, Аллен Лич, Мэттью Бирд, Чарльз Дэнс, Марк Стронг, Джеймс Норткот, Том Гудман-Хилл"
862,История игрушек,Toy Story,"Каждый ребёнок верит, что когда он оставляет свои игрушки одни, они начинают заниматься своими делами. Долгое время любимцем мальчика Энди был ковбой Вуди, пока на свой День рождения Энди не получил особенный подарок - электронного астрорейнджера Базза Лайтера. Вскоре Вуди начинает понимать, что Энди без ума от новой игрушки, и хочет, чтобы парень не брал Базза с собой. Поэтому, воспользовавшись моментом, бывший любимчик выбрасывает популярного новичка из окна. Чувствуя себя виноватым, ковбой решает вернуть космонавта домой до того, как семья Энди переедет в новый дом.",1995,https://image.tmdb.org/t/p/w500/gRLk7XpdRyNa697taDKtFx3l6qV.jpg,7.975,19877,81,Джон Лассетер,"Том Хэнкс, Тим Аллен, Дон Риклс, Джим Варни, Уоллес Шон, Джон Ратценбергер, Энни Поттс, Джон Моррис, Эрик фон Деттен, Лори Меткаф"
935,"Доктор Стрейнджлав, или Как я научился не волноваться и полюбил атомную бомбу",Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,"Одержимый мыслью о том, что коммунисты намереваются украсть у американцев их «бесценные телесные соки», генерал Джек Д. Риппер, командир военно-воздушной базы посылает эскадрилью бомбардировщиков с ядерным оружием бомбить СССР. Президент США Маффи пытается спасти положение, он собирает своих советников, включая доблестного генерала Тергидсона и прикованного к инвалидной коляске бывшего нацистского ученого доктора Стрейнджлава. Придется сообщить обо всем русским, чтобы те сбили самолеты. Однако советский посол информирует президента о том, что в Советском Союзе сконструировали тайное оружие возмездия, которое автоматически запускает ракеты, если хоть одна бомба упадет на территорию страны. Тем временем британский офицер Мэндрэйк пытается узнать у Риппера код отзыва бомбардировщиков. В конце концов, все самолеты будут либо сбиты, либо отозваны, но одному лихому летчику, майору Т. Дж. «Кинг» Конгу, удастся прорваться…",1964,https://image.tmdb.org/t/p/w500/mKFVna9P3CFwpWqC4mLkXl6E84X.jpg,8.121,6149,95,Стэнли Кубрик,"Питер Селлерс, Джордж К. Скотт, Sterling Hayden, Кинан Уинн, Slim Pickens, Peter Bull, Джеймс Эрл Джонс, Tracy Reed, Джек Крили, Фрэнк Берри"
1091,Нечто,The Thing,"Команде ученых американской исследовательской станции в Антарктике предстоит столкнуться с необъяснимым кошмаром. Отрезанные от остального мира полярники вступают в схватку с инопланетной тварью, способной принимать обличье земных существ.",1982,https://image.tmdb.org/t/p/w500/cxywW6Dl0IJfpywo8o9cqc4EApE.jpg,8.072,7927,109,Джон Карпентер,"Курт Рассел, Уилфорд Бримли, Т. К. Картер, Дэвид Кленнон, Кит Дэвид, Ричард А. Дайсарт, Charles Hallahan, Peter Maloney, Richard Masur, Дональд Моффат"
24,Убить Билла,Kill Bill: Vol. 1,"В беременную наёмную убийцу по кличке Чёрная Мамба во время бракосочетания стреляет человек по имени Билл. Но голова у женщины оказалась крепкой — пролежав четыре года в коме, бывшая невеста приходит в себя. Она горит желанием найти предателей. Теперь только безжалостная месть успокоит сердце Чёрной Мамбы, и она начинает по очереди убивать членов банды Билла, решив оставить главаря напоследок.",2003,https://image.tmdb.org/t/p/w500/1VX7EXBro1ufMfxErlsgMyBc5bQ.jpg,7.973,18928,111,Квентин Тарантино,"Ума Турман, Люси Лью, Вивика А. Фокс, Дэрил Ханна, Дэвид Кэррадайн, Майкл Медсен, Жюли Дрейфус, 栗山千明, Сонни Чиба, Гордон Лю"
4348,Гордость и предубеждение,Pride & Prejudice,"Англия, конец XVIII века. Родители пятерых сестер Беннет озабочены тем, чтобы удачно выдать дочерей замуж. И потому размеренная жизнь солидного семейства переворачивается вверх дном, когда по соседству появляется молодой джентльмен - мистер Бингли... Само собой, среди друзей нового соседа оказывается немало утонченных аристократов, которые не прочь поухаживать за очаровательными сестрами. Однако, все не так просто. Своевольная Элизабет знакомится с другом Бингли - красивым и высокомерным мистером Дарси, и между ними разгорается нешуточное противостояние, результатом которого может стать как любовь, так и ненависть...",2005,https://image.tmdb.org/t/p/w500/5j0JrcBCuGceNrwjyHMEoI6v5fQ.jpg,8.053,8766,129,Джо Райт,"Кира Найтли, Мэттью Макфэдьен, Бренда Блетин, Розамунд Пайк, Кэри Маллиган, Джена Мэлоун, Талула Райли, Дональд Сазерленд, Саймон Вудс, Джуди Денч"
640,"Поймай меня, если сможешь",Catch Me If You Can,"Фрэнк Эбегнейл успел поработать врачом, адвокатом и пилотом на пассажирской авиалинии — и все это до достижения полного совершеннолетия в 21 год. Мастер в обмане и жульничестве, он также обладал искусством подделки документов, что в конечном счете принесло ему миллионы долларов, которые он получил по фальшивым чекам. Агент ФБР Карл Хэнрэтти отдал бы все, чтобы схватить Фрэнка и привлечь к ответственности за свои деяния, но Фрэнк всегда опережает его на шаг, заставляя продолжать погоню.",2002,https://image.tmdb.org/t/p/w500/bWAZjP4gn4hskJIoPEfssYqbKPI.jpg,7.979,17095,141,Стивен Спилберг,"Леонардо ДиКаприо, Том Хэнкс, Кристофер Уокен, Мартин Шин, Натали Бей, Эми Адамс, Джеймс Бролин, Брайан Хоу, Фрэнк Джон Хьюз, Steve Eastin"
7345,Нефть,There Will Be Blood,"Начало XX века. Предприниматель Дэниэл Плэйнвью ищет золото и серебро, а находит нефть. За несколько лет он становится преуспевающим нефтяником, разработавшим уже несколько скважин. Однажды он узнает про новое месторождение. Уцепившись за этот шанс разбогатеть, Дэниэл делает всё, чтобы добиться своего.",2007,https://image.tmdb.org/t/p/w500/pRDl87FFiBEeyveitkwylmE7pbQ.jpg,8.078,7448,158,Пол Томас Андерсон,"Дэниэл Дэй-Льюис, Пол Дано, Кевин Дж. О'Коннор, Киаран Хайндс, Dillon Freasier, Hope Elizabeth Reeves, Colleen Foy, Барри Дель Шерман, David Willis, Hans Howes"
14,Красота по-американски,American Beauty,"Лестер Бернэм переживает кризис среднего возраста. Его не уважают и не ценят на работе, а от счастливой семьи осталась лишь видимость. У жены Кэролайн страстный роман с коллегой по работе, а угрюмая дочь-подросток Джейн увлечена соседским парнем, побывавшим в психиатрической больнице. Терзаемый душевными муками Лестер впадает в депрессию. Но неожиданно для себя влюбляется в одноклассницу дочери Анджелу, и эта страсть дает Лестеру мощный жизненный импульс. Он ощущает прилив сил и желаний и готов снова радоваться красоте.",1999,https://image.tmdb.org/t/p/w500/lusI8lV9eThjA7otUGo3bRmFWk9.jpg,8,13041,122,Sam Mendes,"Кевин Спейси, Аннетт Бенинг, Тора Бёрч, Уэс Бентли, Мина Сувари, Питер Галлахер, Эллисон Дженни, Крис Купер, Скотт Бакула, Sam Robards"
14160,Вверх,Up,"78-летний ворчун Карл Фредриксен считает, что жизнь обходит его стороной. Чтобы сдержать обещание, данное своей почившей жене, он решает осуществить свою мечту о великом приключении, привязав тысячи воздушных шариков к своему дому и улетев в дебри Южной Америки. Не пролетев и полмили, путешественник обнаруживает, что он ненароком прихватил с собой крайне разговорчивого и неисправимо жизнерадостного 8-летнего мальчика по имени Рассел...",2009,https://image.tmdb.org/t/p/w500/47DEnHvvLCOPLPG7QpM8mXLCJG5.jpg,7.96,21654,96,Пит Доктер,"Ed Asner, Кристофер Пламмер, Jordan Nagai, Боб Питерсон, Делрой Линдо, Jerome Ranft, Джон Ратценбергер, Дэвид Кэй, Elie Docter, Jeremy Leary"
62,2001 год: Космическая одиссея,2001: A Space Odyssey,"Экипаж космического корабля «Дискавери» — капитаны Дэйв Боумэн, Фрэнк Пул и их бортовой компьютер HAL 9000 — должны исследовать район галактики и понять, почему инопланетяне следят за Землей. На этом пути их ждет множество неожиданных открытий.",1968,https://image.tmdb.org/t/p/w500/9lVjdY2Hl0xMvxJ52lJFEwVLSeN.jpg,8.049,12582,149,Стэнли Кубрик,"Keir Dullea, Gary Lockwood, William Sylvester, Douglas Rain, Daniel Richter, Leonard Rossiter, Margaret Tyzack, Robert Beatty, Sean Sullivan, Frank W. Miller"
329,Парк юрского периода,Jurassic Park,"Экспансивный богач и профессор уговаривает двух палеонтологов приехать на остров у побережья Коста-Рики, где он устроил парк Юрского периода. Парк населен давно вымершими динозаврами, воссозданными профессором по образцам крови из ископаемого комара, которые должны стать гвоздем программы нового аттракциона. До открытия остается несколько дней, а один из сотрудников, пытаясь украсть бесценные эмбрионы, нарушает систему охраны, что вместе с грозовым ливнем приводит к отключению электричества и защитных барьеров. Как раз в тот момент, когда палеонтологи с внуками профессора отправились на пробную экскурсию.",1993,https://image.tmdb.org/t/p/w500/qoDjoRP7vYmPZ1lZIMTGzoHG1iR.jpg,7.969,17860,127,Стивен Спилберг,"Сэм Нилл, Лора Дерн, Джефф Голдблюм, Ричард Аттенборо, Боб Пек, Мартин Ферреро, Б.Д. Вонг, Джозеф Маццелло, Ариана Ричардс, Сэмюэл Л. Джексон"
641,Реквием по мечте,Requiem for a Dream,"Наркотическая утопия четырёх жителей Кони-Айленда рушится, когда их зависимость становится слишком сильной.",2000,https://image.tmdb.org/t/p/w500/cFAjXMPymQYJmrKYd45Z0hi59tY.jpg,8.013,10961,102,Даррен Аронофски,"Эллен Бёрстин, Джаред Лето, Дженнифер Коннелли, Марлон Уэйанс, Кристофер МакДональд, Луиза Лэссер, Marcia Jean Kurtz, Janet Sarno, Сюзанн Шеперд, Joanne Gordon"
10494,Истинная грусть,PERFECT BLUE,"Молодая поп-певица Мима Киригоэ пытается перейти из мира музыки в индустрию ТВ-сериалов и прославиться как актриса, но, похоже, что не всем её поклонникам понравилось такое решение, и началось: странный телефонный звонок, факс, конверт со взрывчаткой... К тому же в интернете обнаружилась страничка с якобы её дневником.",1998,https://image.tmdb.org/t/p/w500/d2FkkyKzihw9UbS1bCZorpZ0YSg.jpg,8.302,3188,81,Сатоши Кон,"Дзюнко Ивао, Рика Мацумото, Шихо Ниияма, Масааки Окура, Симпати Цудзи, Эмико Фурукава, Ёсукэ Акимото, Ёку Сиоя, Хидэюки Хори, Эми Синохара"
530915,1917,1917,"1917 год, разгар Первой мировой войны. Двум юным молодым солдатам поручают смертельно опасную миссию. Они должны пересечь вражескую территорию и доставить секретное сообщение, которое предотвратит неминуемую гибель сотен солдат… Смогут ли они выиграть гонку со временем?",2019,https://image.tmdb.org/t/p/w500/nfU1YXe2ztCSUWusLOpCUL75Zdw.jpg,7.987,13536,119,Sam Mendes,"Джордж Маккей, Дин-Чарльз Чепмен, Марк Стронг, Эндрю Скотт, Ричард Мэдден, Claire Duburcq, Колин Ферт, Бенедикт Камбербэтч, Дэниэл Мейс, Adrian Scarborough"
290098,Служанка,아가씨,"30-е годы прошлого столетия. Корея, оккупированная японцами. Мошенник по прозвищу Граф предлагает бедной девушке Соке поучаствовать в деле, обещая солидный заработок. План афериста следующий. В огромном поместье, не общаясь с внешним миром, живет богатая японка Хидеко. Однако ее дядя, контролирующий каждый шаг девушки, изредка устраивает приемы для местных аристократов. Граф рассчитывает очаровать Хидеко, сбежать с ней в Японию, жениться, объявить ее сумасшедшей, упечь в дурдом и завладеть всем богатством. А Соке должна ему помочь, нанявшись в услужение к Хидеко. Что она и сделала. Но внезапно идеальный замысел Графа оказался под угрозой…",2016,https://image.tmdb.org/t/p/w500/ld4Gzpjd0dgduHLp3JEsZTLXCNH.jpg,8.187,4320,145,Пак Чхан Ук,"김민희, Ким Тхэ Ри, Ха Чон У, 조진웅, Ким Хэ-сук, 문소리, Ли Ён Нё, 곽은진, 이동휘, 조은형"
289,Касабланка,Casablanca,"Оставивший родину американец Рик Блэйн, владелец игорного клуба в Касабланке, случайно встречается с покинувшей его несколько лет назад возлюбленной, Ильзой, которая приехала в город вместе со своим нынешним мужем, борцом антифашистского сопротивления Виктором Лазло. По их следу идут немцы, и Ильза пытается упросить Рика отдать принадлежащие ему важные документы, которые позволят Виктору бежать из Касабланки, чтобы продолжить свою борьбу.",1943,https://image.tmdb.org/t/p/w500/swLYxE9yB5icF85Ee873r6SpFEP.jpg,8.1,6048,102,Майкл Кёртиц,"Хамфри Богарт, Ингрид Бергман, Пол Хенрейд, Клод Рейнс, Конрад Фейдт, Сидни Гринстрит, Петер Лорре, Ш.З. Шакалль, Мадлен ЛеБо, Дули Уилсон"
