tmdb_id,show_tmdb_id,season_number,title,original_title,description,release_year,image_url,air_date
164444,2190,24,Сезон 24,Сезон 24,"Join Stan, Kyle, Cartman, and Kenny as they navigate the COVID-19 pandemic. Will the broship survive as vaccines become available? For them, it’s all part of growing up in South Park!",2020,https://image.tmdb.org/t/p/w500/g22mpMV5LszB0ShKFW0CLxUDK3U.jpg,2020-09-30
240087,2190,25,Сезон 25,Сезон 25,"Join Stan, Kyle, Cartman, and Kenny as they correct a long-held misconception about one of their classmates, deal with moody teenagers, and celebrate Pajama Day at South Park Elementary. For them, it's all part of growing up in South Park!",2022,https://image.tmdb.org/t/p/w500/msrUAxoLgwnmFaPn5c1wtquvaje.jpg,2022-02-02
324837,2190,26,Сезон 26,Сезон 26,"Join Stan, Kyle, Cartman and Kenny as they learn the wonders of Japanese toilets, grapple with latest developments in A.l. technology, reopen an iconic Colorado restaurant, and meet a couple who feel the need to share the importance of their privacy with the world. For them, it's all part of growing up in South Park!",2023,https://image.tmdb.org/t/p/w500/eeMrOKmOm2V3VJW98P0b4cogDA5.jpg,2023-02-08
449460,2190,27,Сезон 27,Сезон 27,,2025,https://image.tmdb.org/t/p/w500/9JYi3mM4Vd9YpvKPr13VmOb8aZ4.jpg,2025-07-23
480193,2190,28,Сезон 28,Сезон 28,,2025,https://image.tmdb.org/t/p/w500/hSTQkvdWcCSx4xpaELUR44VbAX0.jpg,2025-10-14
517335,2190,29,Сезон 29,Сезон 29,,2026,,2026-09-15
115613,85552,1,Сезон 1,Сезон 1,"«Эйфория» рассказывает о группе старшеклассников, которые открывают для себя мир наркотиков, секса и насилия.",2019,https://image.tmdb.org/t/p/w500/aAckcYr2IBblAdpqZVerytvFZbw.jpg,2019-06-16
220804,85552,2,Сезон 2,Сезон 2,"Границы между фантазией и реальностью начинают стираться, когда Кэт задумывается о том, чтобы порвать отношения, а Джулс, жаждущая любви Ру, размышляет о своих чувствах. Ру начинает новое опасное дело, все глубже погружаясь в зависимость, во многом вызванную ее новым другом Эллиотом, который мучается чувством вины. Кэсси борется со своим целомудрием и начинает терять контроль над собой, а Лекси посвящает себя подготовке школьной пьесы. Нейт полностью посвящает себя искуплению, пытаясь исправить ошибки своего отца.",2022,https://image.tmdb.org/t/p/w500/lLqEIazfUllvEYLhrLMlRUwEKlt.jpg,2022-01-09
487853,85552,3,Сезон 3,Сезон 3,"Прошло пять лет с тех пор, как бывшие ученики школы Ист-Хайленд покинули её стены, и за это время их жизни серьёзно изменились.",2026,https://image.tmdb.org/t/p/w500/w1emQ1srPMdLPblXqrclw6KUxJV.jpg,2026-04-12
403267,259666,1,Сезон 1,Сезон 1,,2024,https://image.tmdb.org/t/p/w500/py0s87C9214KRbZ4kWLQfgsE9ET.jpg,2024-08-09
62946,61459,1,Сезон 1,Сезон 1,"Паразиты — создания, живущие за счёт своего носителя. Обладают совершенно нечеловеческой силой. Посланные небом они должны проникать в мозг человека для полной власти над носителем. Но кому как повезёт. Именно неудача одного паразита спасает жизнь школьника Синъити Идзуми. Но и эта же неудача делает его носителем этого загадочного существа, обрекая Синъити на постоянную борьбу за выживание с другими, более сильными паразитами.",2014,https://image.tmdb.org/t/p/w500/h7rWYGTtOJWHtZs5SAmFmvw5b7B.jpg,2014-10-09
72149,46994,1,Сезон 1,Сезон 1,"The adventure follows Eli and his team of friends as they explore the caverns, challenge rivals and each other to duels, upgrade their cool gear, and generally have a blast in this never‐before imagined underground world. But there is a very real threat to Slugterra; Dr. Blakk is seeking to “ghoul” the slugs, transforming them into feral mindless weapons! No one has been able to stand up to Blakk’s powerful ghouls and army of henchmen…until now!",2012,https://image.tmdb.org/t/p/w500/d36o2YOX9C4w71bNUZR7ZA1XM2W.jpg,2012-10-15
72153,46994,2,Сезон 2,Сезон 2,,2014,https://image.tmdb.org/t/p/w500/wpH5EQQaSiBlbrpJMyCI0MB0aSt.jpg,2014-03-30
203807,46994,3,Сезон 3,Сезон 3,,2016,https://image.tmdb.org/t/p/w500/OUf6PwujH5XqQYFFE6FEZS4qG2.jpg,2016-01-17
203808,46994,4,Сезон 4,Сезон 4,,2016,https://image.tmdb.org/t/p/w500/tWqeYCA7KYSG3c1cQlNMDjMzNKp.jpg,2016-10-04
324872,218539,1,Сезон 1,Сезон 1,"Жестокий демон теряет силу после того, как его опутывает бесстрастная наследница целого состояния. Возможно, у нее есть ключ к его сердцу и утраченным способностям.",2023,https://image.tmdb.org/t/p/w500/hHCFsQaVW7oeh0MfZTL2A4c5dRS.jpg,2023-11-24
60115,3570,1,Sailor Moon,Sailor Moon,"Usagi Tsukino is a cheerful schoolgirl who often finds herself in unwanted trouble. One day, she saves a talking cat named Luna who gives Usagi a brooch that transforms her into Sailor Moon, guardian of love and justice!",1992,https://image.tmdb.org/t/p/w500/pCeCsZmLaZKR2SdgctVlzGMJi6i.jpg,1992-03-07
60116,3570,2,R,R,"The Sailor Guardians are called back into action when powerful new enemies appear! The coming battle won't be easy, and it gets more complicated when a mysterious pinkhaired girl falls from the sky and goes after Mamoru!",1993,https://image.tmdb.org/t/p/w500/jKw3f6qUnPUhNcmHliKNv3G7kLg.jpg,1993-03-05
60117,3570,3,S,S,"The Death Busters, lead by the maniacal Professor Tomoe, target innocent citizens in a search for three special pure heart crystals. Two powerful new Sailor Guardians are already seeking the crystals and have no interest in working with Sailor Moon and the other Guardians. Where did they come from, and what is their plan for the talismans?",1994,https://image.tmdb.org/t/p/w500/isevGUj0qHBDnXs0s0uGa6NNcv7.jpg,1994-03-19
60118,3570,4,SuperS,SuperS,"A majestic, golden-horned pegasus has appeared in Chibi-Usa's dreams, requesting her aid! His plea turns out to be more than a dream when the fearsome Dead Moon Circus arrives in Tokyo—hunting Pegasus! Sailor Moon and the Guardians must fight, but without the Holy Grail, what is Sailor Moon to do? Pegasus has a solution and his power will change Sailor Moon forever!",1995,https://image.tmdb.org/t/p/w500/dLPCz8ha3TF5xdwrzyQOzhKXEVy.jpg,1995-03-04
60119,3570,5,Sailor Stars,Sailor Stars,"Sailor Moon and the Sailor Guardians are about to face their greatest challenge yet—high school! But as the girls take their next big step in life, a mysterious force frees the evil Queen Nehalennia! Who could be behind this new wave of evil? And why are the Sailor Star Lights so resistant to working with Sailor Moon?",1996,https://image.tmdb.org/t/p/w500/fjkJcNqL7VEskD0H8qRFOzSn2OL.jpg,1996-03-09
12013,4057,1,Сезон 1,Сезон 1,,2005,https://image.tmdb.org/t/p/w500/w7KYo8SDpI2joKEzxhzJMbluyeS.jpg,2005-09-21
12014,4057,2,Сезон 2,Сезон 2,,2006,https://image.tmdb.org/t/p/w500/5RkngSb1jo4DpFfTkxCdFGZtubO.jpg,2006-09-19
12015,4057,3,Сезон 3,Сезон 3,,2007,https://image.tmdb.org/t/p/w500/iAMSBqbzn6sL1n2b5KM1INlBqko.jpg,2007-09-25
12012,4057,4,Сезон 4,Сезон 4,,2008,https://image.tmdb.org/t/p/w500/yNZ2AJpahtcAytB5IYdLpRmiDsZ.jpg,2008-09-23
12016,4057,5,Сезон 5,Сезон 5,,2009,https://image.tmdb.org/t/p/w500/uq4zzJkJ3kGEdd2SoFoN4k8tkGl.jpg,2009-09-22
12017,4057,6,Сезон 6,Сезон 6,,2010,https://image.tmdb.org/t/p/w500/6vcbxnn5BDR1bxNUVByEShFNpNf.jpg,2010-09-21
12019,4057,7,Сезон 7,Сезон 7,,2011,https://image.tmdb.org/t/p/w500/3F83aqGQA8gliWPAR4pmS8UUcOJ.jpg,2011-09-20
12020,4057,8,Сезон 8,Сезон 8,,2012,https://image.tmdb.org/t/p/w500/x3iTTaUnnIs2sRmKW1l61LOvwLm.jpg,2012-09-25
12021,4057,9,Сезон 9,Сезон 9,,2013,https://image.tmdb.org/t/p/w500/dNL2tC2EDphFRV5nk0GfpvHXdP2.jpg,2013-09-24
62052,4057,10,Сезон 10,Сезон 10,,2014,https://image.tmdb.org/t/p/w500/4lGrSVKoCaSd3rj0ObErw9aZMhZ.jpg,2014-09-30
70623,4057,11,Сезон 11,Сезон 11,,2015,https://image.tmdb.org/t/p/w500/kKnmgCQCAiqnueSYeAtdhxRipAF.jpg,2015-09-29
77046,4057,12,Сезон 12,Сезон 12,,2016,https://image.tmdb.org/t/p/w500/AkPJTmMLMt9mYjDbU3cXRtVHXUC.jpg,2016-09-27
93290,4057,13,Сезон 13,Сезон 13,,2017,https://image.tmdb.org/t/p/w500/mf7o44gtDHZvbVWzvxxflCYFcKX.jpg,2017-09-26
109662,4057,14,Сезон 14,Сезон 14,,2018,https://image.tmdb.org/t/p/w500/sHcR0u81jydfWPCBjWLVk82llAT.jpg,2018-10-02
122207,4057,15,Сезон 15,Сезон 15,,2020,https://image.tmdb.org/t/p/w500/8GOVxAbq2cPd0rknDnFqODQNccs.jpg,2020-01-08
315208,4057,16,Сезон 16,Сезон 16,"The FBI's elite team of criminal profilers come up against their greatest threat yet, an UnSub who has used the pandemic to build a network of other serial killers. As the world opens back up and the network goes operational, the team must hunt them down, one murder at a time.",2022,https://image.tmdb.org/t/p/w500/4R3NdjNPfA2RTIrFnvFmoP4KGZQ.jpg,2022-11-23
392125,4057,17,Сезон 17,Сезон 17,"Evolution season 2 picks up as the FBI's elite team of profilers investigates the deadly mystery of Gold Star. As the conspiracy unfolds, the Behavioral Analysis Unit is met with an unexpected complication when serial killer Elias Voit negotiates a deal that transfers him to federal custody in the BAU's own backyard. The team faces its biggest threat yet and cannot emerge unscathed from the mind-bending consequences.",2024,https://image.tmdb.org/t/p/w500/8d8qAa4Gt5Rmx0efTB9hNtPh8j3.jpg,2024-06-05
423090,4057,18,Сезон 18,Сезон 18,"The new season picks up six months after fellow inmates attacked the notorious Sicarius Killer, Elias Voit, leading his restless followers on the dark web to begin wreaking havoc all over the country. In order to stop this nefarious group from killing more innocents, the BAU is forced to work alongside an increasingly unpredictable Voit, who of course has his own agenda.",2025,https://image.tmdb.org/t/p/w500/gigxjNnACiXAfrwoMox5WJFgc0I.jpg,2025-05-07
506824,4057,19,Сезон 19,Сезон 19,"As the BAU investigates a string of chilling new cases, Elias Voit embarks on a path to atone for his past. His newfound infamy inadvertently awakens their most formidable nemesis yet, The Fan. Precise, calculating, and relentlessly dangerous, this UnSub pushes the BAU to the brink and back under the shadow of Elias Voit. But how far will The Fan go to prove his superiority over his idol?",2026,https://image.tmdb.org/t/p/w500/hWSb4UnIjlTvnvrP98NbFSO60HA.jpg,2026-05-28
118875,86836,1,Сезон 1,Сезон 1,,2019,https://image.tmdb.org/t/p/w500/1zIfASiWu0jsEPA8tkApZBQk1jx.jpg,2019-04-08
117117,86034,1,Сезон 1,Сезон 1,"Обычная жизнь 17-летнего отаку Хадзимэ Нагумо рушится, когда его вместе с одноклассниками призывают в фэнтезийный мир и поручают спасти человечество. В то время как его одноклассники получают впечатляющие боевые способности, Хадзимэ подвергается насмешкам из-за своей слабой способности трансмутации, не обладающей никакой реальной атакующей силой.

Во время экспедиции в Великом лабиринте Оркуса Хадзимэ предаёт один из одноклассников, сбрасывая его в бездонную пропасть. Хотя он выживает после падения, Хадзимэ сталкивается с ужасающими монстрами и чередой несчастий, погружающих его в мрачный кошмар. Отчаянно желая выжить и однажды вернуться домой, он решает бороться за свою жизнь — и встречает заточённую в темнице вампиршу, которую называет Юэ и которая тоже стремится выбраться из лабиринта. Проявив интерес к Хадзимэ, Юэ и несколько других спутников присоединяются к нему в пути на поиски дороги домой, постепенно превращая его из заурядного подростка в сильнейшего человека в мире.",2019,https://image.tmdb.org/t/p/w500/eMTl7S606D5srU2YQ8ZiwayzXvq.jpg,2019-07-08
213264,86034,2,Сезон 2,Сезон 2,"После спасения своих бывших одноклассников от опасностей лабиринта — мифического места, дарующего божественную магию тому, кто преодолеет все его испытания — Нагумо Хадзимэ выходит победителем, в то время как новые герои фэнтезийного мира Тортус сталкиваются со своим первым серьёзным поражением. Вместе со своими спутниками и новой участницей команды Каори Сирасаки Хадзимэ продолжает своё путешествие, чтобы покорить все лабиринты и в конечном итоге вернуться в родной мир.

Тем временем герои с Земли пытаются извлечь уроки из своих ошибок и готовятся к вторжению армии демонов. По мере приближения финального противостояния старые и новые враги начинают претворять в жизнь свои зловещие планы. Хадзимэ вновь должен доказать, что способен одолеть самых грозных противников, одновременно защищая тех, кто ему дороже всего.",2022,https://image.tmdb.org/t/p/w500/7ybpi5wIWmMRR9zQEDXPE3jBarM.jpg,2022-01-13
310100,86034,3,Сезон 3,Сезон 3,"По пути к покорению Великого лабиринта Хадзимэ Нагумо вынужден свернуть с маршрута из-за трагедии, постигшей его спутницу Шею Хаулию. Столкнувшись с группой кроликолюдей, попавших в засаду, Хадзимэ узнаёт, что представителей племени Шеи — Хаулия — похитили солдаты империи Хёльшер. Чтобы успокоить тревогу Шеи, отец которой, возможно, находится в смертельной опасности, Хадзимэ решает направиться в империю и спасти похищенных Хаулий.

Прибыв на место, Хадзимэ оказывается втянутым в политический конфликт между империей Хёльшер и королевством Хайлиг. В то время как принцесса Лилиана С. Б. Хайлиг пытается заключить официальный союз с империей, чтобы защитить ослабленное королевство от демонических атак, племя Хаулия планирует убить императора Гархарда Д. Хёльшера, чтобы освободить всех кроликолюдей от угрозы империи. Решив любой ценой защитить своих союзников, Хадзимэ готов проигнорировать все политические соображения и обрушить свою неудержимую силу на любого, кто встанет у него на пути.",2024,https://image.tmdb.org/t/p/w500/lyJy6kqkDsfyFsJjoM9amOf1LYn.jpg,2024-10-14
239772,155513,1,Сезон 1,Сезон 1,"Long after Sam first came to Mon's rescue when they were kids, Sam is unambiguously Mon's idol. In order to be near her, Mon gets a job working under her. When they finally meet again at the office, Mon is surprised by her icy exterior, so different from the image she'd had of her and what she herself wants to be. Mon and Sam aren't just different in demeanour; they stand apart in class and between them is a gap of eight years.",2022,https://image.tmdb.org/t/p/w500/1NY4rLU5MQDMEzd9kZWKFgNCR8R.jpg,2022-11-19
435893,280945,1,Мини-сериал,Мини-сериал,,2025,https://image.tmdb.org/t/p/w500/jPuKm9zocWwM5HnhvMnnOuhR5yi.jpg,2025-08-23
126761,90660,1,Сезон 1,Сезон 1,,2019,https://image.tmdb.org/t/p/w500/8INsRowGMwR2mcj43OnmqVA1LFi.jpg,2019-07-31
313508,90660,2,Сезон 2,Сезон 2,"The second round of the Kengan Life-or-Death Tournament continues — without Ohma. As the mighty gladiators clash, a shadowy figure plots a violent coup.",2023,https://image.tmdb.org/t/p/w500/uaWsaklLLYh0QdWZsbMRE2xBYtV.jpg,2023-09-21
51964,42009,1,Сезон 1,Сезон 1,"Первый сезон этой научно-фантастической серии-антологии представляет себе реалии, в которых люди вынуждены питать свое собственное существование, получать имплантаты памяти и многое другое.",2011,https://image.tmdb.org/t/p/w500/rrQsK5lMw8Er8sCfzoX0Rjv5Td1.jpg,2011-12-04
51965,42009,2,Сезон 2,Сезон 2,"Во втором сезоне этого сериала-антологии рассматриваются мрачные истории наркомана от социальных сетей, женщины, которая является частью живого шоу ""жизнь"", и многого другого.",2013,https://image.tmdb.org/t/p/w500/lI9SVwn1EvU1SfKW0fFfq8tDa1r.jpg,2013-02-11
63871,42009,3,Сезон 3,Сезон 3,"Влюбленные встречаются в сюрреалистичном раю, молодого человека мучают странные сообщения, а социальное приложение обладает тревожной силой в этих высокотехнологичных сказках.",2016,https://image.tmdb.org/t/p/w500/675Wm8LCNgxuePN3HFJRInoak3k.jpg,2016-10-21
96276,42009,4,Сезон 4,Сезон 4,"Фантазия выходит из-под контроля, всевидящие устройства раскрывают темные тайны, и женщина бежит от безжалостного охотника, и все большее количество сказок о технологиях сходят с ума.",2017,https://image.tmdb.org/t/p/w500/4k02lEBwMag0N3ysIxrbwefDy1n.jpg,2017-12-29
124320,42009,5,Сезон 5,Сезон 5,"Видеоигра трансформирует давнюю дружбу, компания социальных сетей сталкивается с кризисом заложников и подростковыми связями с версией искусственного интеллекта ее кумира поп-звезды.",2019,https://image.tmdb.org/t/p/w500/yIzG3EAJuxlS5uAX5nXlHAM6RgZ.jpg,2019-06-05
331809,42009,6,Сезон 6,Сезон 6,"Извращенные сказки, которые охватывают эпохи - и ужасы - доставляют множество сюрпризов в самом непредсказуемом сезоне этой революционной антологической серии.",2023,https://image.tmdb.org/t/p/w500/5MbzKSXbxiimrNEaLSE10Kl8ATg.jpg,2023-06-15
383778,42009,7,Сезон 7,Сезон 7,"The twisted stories are endless in this incredible anthology series that reveals humanity's worst traits, greatest inventions, and much more.",2025,https://image.tmdb.org/t/p/w500/9WoFVTuXqJoOfz7NpZICcfeiYMN.jpg,2025-04-10
54257,45783,1,Сезон 1,Сезон 1,"Бывший игрок основного состава знаменитой команды средней школы Тейко Куроко Тэцуя и талантливый экспат, вернувшийся из Америки в Японию, Кагами Тайга - новые члены баскетбольной команды старшей школы Сейрин, и они намерены сделать свою команду чемпионами.",2012,https://image.tmdb.org/t/p/w500/fAzQrphU6I8jLwvVyU63XrIFIpt.jpg,2012-04-08
54259,45783,2,Сезон 2,Сезон 2,,2013,https://image.tmdb.org/t/p/w500/utN3MFhIvsHdCitbesoK6UdIfO7.jpg,2013-10-06
77656,45783,3,Сезон 3,Сезон 3,,2015,https://image.tmdb.org/t/p/w500/A1JLoSqWDNxZ37z6usFKKRTmEeV.jpg,2015-01-10
51121,40008,1,Сезон 1,Сезон 1,,2013,https://image.tmdb.org/t/p/w500/9aCWg7kU0865IPJmv8ui1kEQBNX.jpg,2013-04-04
51122,40008,2,Сезон 2,Сезон 2,,2014,https://image.tmdb.org/t/p/w500/fjSfJNUoFPigBngA1isQxPnzxrO.jpg,2014-02-28
64757,40008,3,Сезон 3,Сезон 3,,2015,https://image.tmdb.org/t/p/w500/kvEM1cqm2BjbcgucpRZlyrUmkFM.jpg,2015-06-04
160448,108291,1,Сезон 1,Сезон 1,,2021,https://image.tmdb.org/t/p/w500/4OQghUkmaUqFIzE0fzqJodl6EqJ.jpg,2021-12-18
104815,80040,1,Сезон 1,Сезон 1,,2013,https://image.tmdb.org/t/p/w500/f0o1jU3wWPAGowY1VWmfve9l0c8.jpg,2013-04-09
105272,80040,2,Сезон 2,Сезон 2,,2014,https://image.tmdb.org/t/p/w500/oaRVvMQkV3Pgdf7T7Fkub6Dr6fO.jpg,2014-06-02
458806,80040,3,Season 3: Rebirth,Season 3: Rebirth,,2026,https://image.tmdb.org/t/p/w500/45s3wMlDAVmj2Aa1AUQAytBHwDS.jpg,2026-05-30
91834,73488,1,Сезон 1,Сезон 1,,1996,https://image.tmdb.org/t/p/w500/mhuHrLGcWyqetfDjBkbebgw0mUI.jpg,1996-12-23
158366,107124,1,Сезон 1,Сезон 1,,2020,https://image.tmdb.org/t/p/w500/bYHu47S3yBPbWvlh4YbIYJ5e8X1.jpg,2020-11-20
204904,107124,2,Сезон 2,Сезон 2,,2021,https://image.tmdb.org/t/p/w500/ui11KF03IIFAAfHJ14SDuEFW3WO.jpg,2021-11-04
320190,107124,3,Сезон 3,Сезон 3,,2023,https://image.tmdb.org/t/p/w500/wmPZzLov9OhiknK4jW4qE6mgvHf.jpg,2023-02-17
59780,46648,1,Сезон 1,Сезон 1,"Главные герои — два детектива. В 2012 году в штате Луизиана повторно открывается дело о серийном убийстве в 1995 году. Детективы познакомились 17 лет назад, когда началось расследование, и с тех пор вместе охотились за убийцей. Повествование будет вестись как в наше время, так и откатится назад, в середину девяностых.",2014,https://image.tmdb.org/t/p/w500/gf5PFAwzcrRjd26zqcumqeMZV0W.jpg,2014-01-12
62750,46648,2,Сезон 2,Сезон 2,"Действие происходит в калифорнийском городке Винчи. Глава администрации города пропадает накануне встречи с мэром, на которой он должен был представить планы строительства новой ветки железной дороги, которая улучшит финансовое положение города. Его исчезновение объединяет детектива из Винчи, детектива из департамента шерифа округа Вентура и офицера дорожной полиции.",2015,https://image.tmdb.org/t/p/w500/owTL3WTY4Yax2qClnwbaDsOO72r.jpg,2015-06-21
98029,46648,3,Сезон 3,Сезон 3,"Действие разворачивается в районе известнякового плато Озарк, расположенного одновременно в нескольких штатах. Детектив Уэйн Хейз совместно со следователем из Арканзаса Роландом Уэстом пытаются разобраться в загадочном преступлении, растянувшемся на три десятилетия.",2019,https://image.tmdb.org/t/p/w500/lJteEJPVpZRmAzOlMbf0BvAE0Ib.jpg,2019-01-13
319524,46648,4,Страна ночи,Страна ночи,"События происходят на Аляске.

Две не ладящие друг с другом сыщицы узнают, что на арктической станции пропала целая группа исследователей. Это дело как-то связано с нераскрытым убийством коренной жительницы шесть лет назад. От запутанного расследования и связанных с ним тайн стынет кровь.",2024,https://image.tmdb.org/t/p/w500/dHqKLovbM9GT0fkwtL5ew5SPtmk.jpg,2024-01-14
398115,256721,1,Сезон 1,Сезон 1,,2025,https://image.tmdb.org/t/p/w500/RxuL7KuFoOzHC0htjtLGxJEGGx.jpg,2025-07-06
13536,4500,1,Сезон 1,Сезон 1,,1988,https://image.tmdb.org/t/p/w500/6ZVz2M2SbdI7Zrsnct3TiEJBTLf.jpg,1988-01-31
13540,4500,2,Сезон 2,Сезон 2,,1988,https://image.tmdb.org/t/p/w500/wGQy2EYpJI0W7Ysb8HMHLzVvqvA.jpg,1988-11-30
13541,4500,3,Сезон 3,Сезон 3,,1989,https://image.tmdb.org/t/p/w500/3UQBqt4BTvPo4l0PkZ6ILn5FopV.jpg,1989-10-03
13537,4500,4,Сезон 4,Сезон 4,,1990,https://image.tmdb.org/t/p/w500/ofsLF7CMK9ltsLrb58Lx2OZsKlJ.jpg,1990-09-19
13538,4500,5,Сезон 5,Сезон 5,,1991,https://image.tmdb.org/t/p/w500/mmfAj45G5IHMAUd6MXRODT2418b.jpg,1991-10-02
13539,4500,6,Сезон 6,Сезон 6,,1992,https://image.tmdb.org/t/p/w500/eAab4tuk8JwRCQV7BAHbPKbzJ9s.jpg,1992-09-23
143996,99779,1,Сезон 1,Сезон 1,,2020,https://image.tmdb.org/t/p/w500/czcrMXV7oCwg0gRfTAHcphmSnVl.jpg,2020-10-08
43227,31724,1,R1,R1,"After the Holy Empire of Britannia conquers Japan and renames it Area 11, a Britannian student named Lelouch Lamperouge gains the ""Power of Kings"" called Geass from a girl named C.C. Lelouch uses his newfound power to become Zero, a masked vigilante leading a rebellion against Britannia to seek revenge.",2006,https://image.tmdb.org/t/p/w500/yPydgYVBroX5APwD3B93M359cb1.jpg,2006-10-05
43228,31724,2,R2,R2,"After the failed Black Rebellion uprising against the Holy Britannian Empire, the Black Knights resistance group is powerless without their leader Zero. Lelouch, who lost his memory of his past as Zero, is living a peaceful life as a high school student. C.C. attempts to jog his memory and convinces him to become Zero again to complete their mission.",2008,https://image.tmdb.org/t/p/w500/iVeQK1CWNHddWnHIjQqRROts6kw.jpg,2008-04-06
48971,37585,1,Сезон 1,Сезон 1,,2006,https://image.tmdb.org/t/p/w500/lxUuVQSe2BJ1kS77ypSMPce515q.jpg,2006-10-07
60040,60622,1,Сезон 1,Сезон 1,"В январе 2006 года Лорн Малво, преступник и социопат, проезжает через провинциальный городок Бемиджи, штат Миннесота. Случайная встреча в больнице с Лестером Найгаардом, неудачливым страховым агентом, трагически меняет жизнь последнего, запуская череду жестоких убийств, к расследованию которых приступают местные полицейские — активная, любящая свою профессию Молли Солверсон и Гас Гримли.",2014,https://image.tmdb.org/t/p/w500/matO9b040ibkviZV5mmDdKpQMEV.jpg,2014-04-15
62204,60622,2,Сезон 2,Сезон 2,"Пэгги Блумквист, девушка из салона красоты, и её муж Эд, помощник мясника, пытаются скрыть убийство Рая Герхарта, сына Флойд Герхардт, стоящей во главе влиятельной криминальной семьи из Фарго. Тем временем полицейский Лу Солверсон и шериф Хэнк Ларссон расследуют тройное убийство, совершённое Раем Герхардтом.",2015,https://image.tmdb.org/t/p/w500/ww5ec8tSMhhMDwRg2gWGIx4imrf.jpg,2015-10-12
83007,60622,3,Сезон 3,Сезон 3,"Сюжет развивается вокруг влюблённой пары — Рэя Стасси и Никки Сванго, которые после неудачной попытки ограбить брата Рэя, Эммита, становятся вовлечёнными в дело о двойном убийстве. Одна из жертв — старый человек с загадочным прошлым, чья приёмная дочь Глория Бёргл работает в полиции. В то же время, Эммит пытается разорвать связи с сомнительной организацией, у которой он одолжил деньги годом ранее, но у компании, с её представителем В. М. Варгой другие планы.",2017,https://image.tmdb.org/t/p/w500/dYHoNzcpQXzU2qBMZYbyOnrcuvi.jpg,2017-04-19
128208,60622,4,Сезон 4,Сезон 4,"История начинается в Канзас-сити (штат Миссури) 50-х годов, где за лидерство борются мафиозные группировки. Евреи враждуют с ирландцами, ирландцы с итальянцами, итальянцы с афроамериканцами. И есть в этом городе одна традиция: в знак достижения согласия и перемирия между кланами, главари обмениваются сыновьями и воспитывают их как своих собственных. Итальянская мафия устанавливает хрупкий мир с афроамериканцами, и теперь теневой бизнес под общим контролем, но тут происходит неожиданное — в больнице умирает глава итальянского клана.",2020,https://image.tmdb.org/t/p/w500/zLhsNgyby6jqlrSOcrU2TWXm7yB.jpg,2020-09-27
353058,60622,5,Сезон 5,Сезон 5,Сценарий пятого сезона построен на традиционном для шоу смешении криминальной драмы и чёрной комедии. Жизнь ставит перед героями два вопроса: «Когда похищение ребенка не считается похищением?» и «Что если твоя жена — не твоя жена?». Действие сезона происходит в 2019 году,2023,https://image.tmdb.org/t/p/w500/r8HpRhKl5q0kiNehdjVOmTC7K7p.jpg,2023-11-21
73508,65143,1,Сезон 1,Сезон 1,"Captain Yoo Si-jin's proactive nature lands him in a hospital, where he meets Dr. Kang Mo-yeon and falls in love. But problems arise when duty calls.",2016,https://image.tmdb.org/t/p/w500/uzsPygxgGvVFMUCsK562leiBbpO.jpg,2016-02-24
235574,153312,1,Сезон 1,Сезон 1,"Осужденный нью-йоркский мафиози Дуайт Манфреди по прозвищу Генерал спустя четверть века выходит на свободу. Босс отправляет его в глушь – в Талсу, штат Оклахома – для организации там криминальной сети. Генерал берётся за дело со всей серьёзностью и начинает создавать новую криминальную империю.",2022,https://image.tmdb.org/t/p/w500/3UOVj7GWSHtIfucovs06mACZsud.jpg,2022-11-13
400029,153312,2,Сезон 2,Сезон 2,"Во втором сезоне Дуайт и его команда продолжают строить и защищать свою растущую империю в Талсе, но, едва освоившись, понимают, что они не единственные, кто хочет на нее претендовать. В условиях надвигающейся угрозы со стороны мафии Канзас-Сити и очень влиятельного местного бизнесмена Дуайту приходится бороться за безопасность своей семьи и команды, одновременно следя за всеми своими делами. К тому же у него остались незавершенные дела в Нью-Йорке.",2024,https://image.tmdb.org/t/p/w500/wcUSH7yfe5Q8DbQy6fPbDE3RVp4.jpg,2024-09-15
446906,153312,3,Сезон 3,Сезон 3,"По мере того как империя Дуайта расширяется, растут и его враги — а вместе с ними и риски для его команды. Теперь он сталкивается с самыми опасными противниками в Талсе: Данмайрами, влиятельной семьей, которая не играет по правилам старого мира, вынуждая Дуайта бороться за всё, что он построил, и защищать свою семью",2025,https://image.tmdb.org/t/p/w500/iKF9BCUMpTEWvZbjiXzmJ4oY6jH.jpg,2025-09-21
486637,153312,4,Сезон 4,Сезон 4,,,https://image.tmdb.org/t/p/w500/2CU1r47tdxAl4yXiDxPsktrbhoe.jpg,
47062,36189,1,Season 1,Season 1,,2007,https://image.tmdb.org/t/p/w500/d9T3tsT1sAHVo6G0H855bZgbI3c.jpg,2007-04-16
47063,36189,2,Season 2,Season 2,,2008,https://image.tmdb.org/t/p/w500/8cRPuRVNUIDy7DrilWW6xxtLuwI.jpg,2008-05-12
47064,36189,3,Season 3,Season 3,,2010,https://image.tmdb.org/t/p/w500/fzPcrH0kz7cte6uBbMQSkDnpYuS.jpg,2010-03-01
309666,36189,4,Сезон 4,Сезон 4,,2022,https://image.tmdb.org/t/p/w500/4QO5uH1cRVgwv40TDRumGeixjcP.jpg,2022-10-26
