tmdb_id,show_tmdb_id,season_number,title,original_title,description,release_year,image_url,air_date
3572,1396,1,Сезон 1,Сезон 1,"Первый сезон сериала знакомит зрителя с жизнью Уолтера Уайта — 50-летнего школьного учителя химии из города Альбукерке. Помимо преподавания он вынужден подрабатывать на автомойке, чтобы содержать свою беременную жену и сына-инвалида. Однако Уолтеру приходится пересмотреть свой привычный образ жизни, когда у него диагностируют неоперабельный рак лёгкого.

С целью оплаты лечения и обеспечения финансового будущего своей семьи Уолтер Уайт решает заняться производством метамфетамина. Его напарником становится бывший ученик — Джесси Пинкман. Вместе они находят домик на колёсах и отправляются в пустыню, чтобы приготовить первую партию наркотика. Но приготовление — это лишь полдела, нужно ещё продать полученный метамфетамин. И на этом пути напарники то и дело попадают в сложные ситуации, в которых им приходится принимать непростые решения.",2008,https://image.tmdb.org/t/p/w500/oW0G4MKWcyNaRGckZf8WRFyO5cH.jpg,2008-01-20
3573,1396,2,Сезон 2,Сезон 2,"Во втором сезоне Уолтера и Джесси похищает наркоторговец Туко, но им удаётся сбежать. Никакие проблемы не могут остановить Уолтера Уайта на пути к намеченной цели, и они с Джесси опять отправляются в пустыню, где за четыре дня готовят крупную партию наркотика. Джесси привлекает своих приятелей для сбыта метамфетамина. Однако вскоре один из них попадает под арест. Начинающие наркоторговцы обращаются за помощью к адвокату Солу Гудману (Боб Оденкерк). Благодаря криминальным связям Сола Уолтер Уайт знакомится с Гусом Фрингом (Джанкарло Эспозито), который покупает весь оставшийся запас метамфетамина за 1,2 миллиона долларов...",2009,https://image.tmdb.org/t/p/w500/hTxpM4TWy2FPxldPln6SK9h5iZ0.jpg,2009-03-08
3575,1396,3,Сезон 3,Сезон 3,"В третьем сезоне Уолтер Уайт заключает крупную сделку с наркобароном Гусом Фрингом, который строит для Уолтера метамфетаминовую лабораторию в подвале одной из своих прачечных. Джесси в это время отправляется в реабилитационный центр, чтобы избавиться от наркозависимости. В лаборатории Уолтеру помогает новый напарник Гейл Беттикер (Дэвид Костабайл), поэтому после возвращения Джесси оказывается не у дел.

Пытаясь вернуться в наркобизнес, Пинкман то и дело попадает в неприятности, из которых его раз за разом выручает Уолтер Уайт. Сначала Джесси конфликтует с агентом Шрейдером. Уолтер предлагает Джесси работу в лаборатории, чтобы уладить конфликт...",2010,https://image.tmdb.org/t/p/w500/kn8RcTdHrnxrxgltusGb6QPybFv.jpg,2010-03-21
3576,1396,4,Сезон 4,Сезон 4,"В четвёртом сезоне Уолтер и Джесси возвращаются к производству метамфетамина для Гуса Фринга. Однако секретность наркопредприятия ставится под угрозу. В результате расследования убийства Гейла Беттикера полиция находит улики, указывающие на сеть закусочных, которой владеет Гус Фринг. Хэнк Шрейдер постепенно выходит на след Фринга, а Уолтер Уайт становится невольным участником этого расследования. К тому же поведение Пинкмана становится всё более безрассудными и угрожает безопасности предприятия.

Гус Фринг тем временем ликвидирует верхушку мексиканского наркокартеля, обеспечивая монополию своему наркобизнесу. Затем он решает доверить метамфетаминовую лабораторию Пинкману, чтобы можно было избавиться от Уолтера Уайта и его свояка из УБН. Угроза жизни опять подталкивает Уолта на крайние меры. Он вступает в схватку с Гусом Фрингом и выходит из неё победителем.",2011,https://image.tmdb.org/t/p/w500/25zO6QiCNpQ7XI0MA296O2BZPkE.jpg,2011-07-17
3578,1396,5,Сезон 5,Сезон 5,"Первая половина пятого сезона посвящена триумфу криминального гения Уолтера Уайта. Для начала Уолтер и Джесси достигают соглашения с Майком Эрмантраутом (Джонатан Бэнкс), отвечавшим за безопасность наркотрафика при Гусе Фринге. Совместно они ликвидируют компрометирующие их улики и возобновляют производство метамфетамина. Вскоре Джесси и Майк решают отойти от дел, а Уолтер договаривается о сотрудничестве с представителем мексиканского наркокартеля и берёт себе в помощники Тодда Алкиста (Джесси Племонс). Наконец, изрядно разбогатев, Уолтер Уайт уходит на покой.

Хэппи-энду не даёт сбыться внезапное открытие Хэнка Шрейдера, с которого начинается вторая половина пятого сезона. Хэнк узнаёт, что его свояк и есть тот самый преступник, которого он безуспешно пытался найти на протяжении последних двух лет. Прежде чем начать официальное расследование, Хэнк занимается самостоятельным сбором доказательств...",2012,https://image.tmdb.org/t/p/w500/nmKUhCjmzgK2mBpvoSM1JcCxbui.jpg,2012-07-15
421523,273240,1,Сезон 1,Сезон 1,,2026,https://image.tmdb.org/t/p/w500/gtoV2udbEnUgkMuCNX8zJrEwm7N.jpg,2026-05-13
785,246,1,Книга 1: Вода,Книга 1: Вода,"Катара и Сокка (брат и сестра из Южного Племени Воды) обнаруживают Аватара (12-летнего мальчика мага Воздуха по имени Аанг), застывшего в айсберге. Вместе трое отправляются в путешествие на Северный полюс, чтобы найти мастера магии Воды, чтобы Аанг мог приступить к обучению Аватара!",2005,https://image.tmdb.org/t/p/w500/vrEKZX4gw1pDx0PkqCHSByb4V0H.jpg,2005-02-21
787,246,2,Книга 2: Земля,Книга 2: Земля,"Аанг вместе с Катарой, Соккой и их друзьями-животными Аппой и Момо продолжает свои поиски, чтобы исполнить свое предназначение в качестве Аватара. Согласно циклу Аватара, теперь группа должна войти в Царство Земли, чтобы найти мастера магии Земли, чтобы научить Аанга.",2006,https://image.tmdb.org/t/p/w500/vGZeHcbaCddXScd0NpTu3UK2GzR.jpg,2006-03-17
786,246,3,Книга 3: Огонь,Книга 3: Огонь,"Аанг просыпается после битвы с Азулой и обнаруживает, что Ба Синг Се пал, и мир думает, что он мертв. Поэтому он и его друзья отправились под прикрытием через Народ Огня, чтобы найти Лорда Огня Озая до Дня Черного Солнца. Принц Зуко возвращается домой торжествующим сыном, но вскоре обнаруживает, что честь, которой он так жаждал от своего отца, бесполезна. Формируются новые союзы, и Команда Аватара разрабатывает новый план, чтобы остановить Лорда огня. Но найдут ли они его вовремя?",2007,https://image.tmdb.org/t/p/w500/wNeBCpVaTpcz66noa3No1kazUeJ.jpg,2007-09-21
134187,94605,1,Сезон 1,Сезон 1,"Две сестры. Два города. Одно открытие, которое изменит мир навсегда. В городах Пилтовер и Заун назревают волнения, поскольку изобретатели и воры, политики и криминальные авторитеты недовольны ограничениями общества, разорванного на части.",2021,https://image.tmdb.org/t/p/w500/wg1lHGauCXlYw0m2qWWW5TGEmkT.jpg,2021-11-06
351997,94605,2,Сезон 2,Сезон 2,"В битве между Пилтовером и Зауном формируются альянсы, разрушаются союзы и возникают новые опасности, которые несут и славу, и страдания.",2024,https://image.tmdb.org/t/p/w500/lnz4ZdT9NjeIe6kCLw5uewJiFdn.jpg,2024-11-09
119454,87108,1,Miniseries,Miniseries,,2019,https://image.tmdb.org/t/p/w500/qrK7yXiBIWHt3LzRsV6dIBfg4YH.jpg,2019-05-06
60223,60059,1,Сезон 1,Сезон 1,"Джимми Макгилл был мелким адвокатом, едва сводившим концы с концами.Так начинаются поиски предназначения и история становления Сола Гудмана.",2015,https://image.tmdb.org/t/p/w500/u8XeZDMN8UNEfW5kJyeIWzzPyGK.jpg,2015-02-08
72040,60059,2,Сезон 2,Сезон 2,"Джимми Макгилл возвращается с новым взглядом на жизнь и растущими амбициями, из-за которых его карьера (и отношения) могут сложиться самым неожиданным образом.",2016,https://image.tmdb.org/t/p/w500/lMGDf2gqDSGueTavum71Ze6bkEU.jpg,2016-02-15
83956,60059,3,Сезон 3,Сезон 3,"Джимми пускается во все тяжкие, чтобы спасти свою карьеру, а Майк попадает под влияние нового таинственного игрока.",2017,https://image.tmdb.org/t/p/w500/8YDXyQNQGzuL7NFD4McKEYOloTm.jpg,2017-04-10
104603,60059,4,Сезон 4,Сезон 4,"Пытаясь справиться с тяжелой утратой, Джимми все глубже погружается в пучину преступного мира, постепенно превращаясь в Сола Гудмана.",2018,https://image.tmdb.org/t/p/w500/tJ2Ss081w0TssccsBzhpTstZrQR.jpg,2018-08-06
136162,60059,5,Сезон 5,Сезон 5,"Сменив имя на Сол Гудман, Джимми находит новую категорию клиентов. Ким борется с моральной дилеммой на работе. Напряжение между Лало и Гасом нарастает.",2020,https://image.tmdb.org/t/p/w500/1OFBNqWuNU3SsdHUjT2QviGDwlb.jpg,2020-02-23
243392,60059,6,Сезон 6,Сезон 6,"Разборки, грязные дела и неиссякаемый поток новых клиентов: окончательное перерождение Джимми в заключительном сезоне обласканного критиками сериала.",2022,https://image.tmdb.org/t/p/w500/vdCeDNgmBCvchp78UhjQFD6ywEx.jpg,2022-04-18
49188,37854,1,Арки Саги Ист Блю,Арки Саги Ист Блю,"Под влиянием Шанкса Луффи начинает свое путешествие к титулу Короля Пиратов. В самом его начале он встречает мальчика по имени Коби, который хочет стать морским дозорным. Они добираются до острова Шеллз-Таун, где встречают коррумпированного капитана морской пехоты Топорорукого Моргана, его сына Хельмеппо и охотника на пиратов Ророноа Зоро.",1999,https://image.tmdb.org/t/p/w500/9AQahUajb8C4d6cJl39NG9RSK9N.jpg,1999-10-20
49189,37854,2,"Арки Реверс Маунтин, Виски Пик и Литтл Гарден","Арки Реверс Маунтин, Виски Пик и Литтл Гарден","Попав на Гранд Лайн Мугивары сталкиваются с агентами секретной организации - Мистером 9 и Мисс Венсдей. Вместе с ними Соломенные шляпы отправляются в ближайший город Виски-Пик, где жители сразу же начинают вечеринку в честь их прибытия. Но в этом городе все не так просто...",,https://image.tmdb.org/t/p/w500/n1PfebcGe13P8r4l8UEY858yuJL.jpg,
49190,37854,3,Арка Барабанного острова,Арка Барабанного острова,"Когда Нами подхватывает смертельную болезнь, команда вынуждена остановиться на Барабанном острове, в стране без короля, которая пытается установить новое правительство. Из-за действий предыдущего короля, Вапола, остался только один врач - ""ведьма"" по имени Куреха, которая живет на вершине горы. В это время изгнанный король Вапол возвращается, чтобы вернуть свой трон.",,https://image.tmdb.org/t/p/w500/5nTogoomhMJXjmlLUt4ChkuE81X.jpg,
49183,37854,4,Арка Алабасты,Арка Алабасты,"Мугивары с Тони Тони Чоппером наконец-то прибывают в Алабасту, которая находится на грани гражданской войны. Виви должна добраться до повстанцев и рассказать им об истинной причине конфликта, но Крокодайл, лидер Барок Воркс и один из Шичибукай, не будет просто стоять и смотреть. В конце концов Барок Воркс, Морской Дозор, пираты, королевская гвардия и армия повстанцев столкнутся в битве, которая определит судьбу самой страны.",,https://image.tmdb.org/t/p/w500/2PTNR1aOGcgmLJ5OGsh8QdwssRd.jpg,
49184,37854,5,"Арки Пост-Алабасты, Козьего Острова и Радужного Острова","Арки Пост-Алабасты, Козьего Острова и Радужного Острова","Арка Пост-Алабасты включает в себя пять самостоятельных эпизодов, посвященных истории и целям команды пиратов Мугивары.

Арка Козьего острова - третий филлерный эпизод аниме One Piece. Преследуемые дозором, Луффи и его команда теряются в тумане и обнаруживают неизведанный остров. Они обнаруживают, что на острове обитают только старик по имени Зенни и множество коз. На вершине острова они также находят частично построенный корабль. Пираты Мугивары решают помочь старику.

Арка Радужного острова - четвертая филлерная арка. Арка начинается с того, что за Гоинг Мерри следует небольшая флотилия Морского Дозора. Луффи и его команде удаётся уплыть из-за того, что один из офицеров ""случайно"" топит один из кораблей флота. Позже экипаж Мугивары высаживается на Радужный остров, где правит тиран и бывший пират, который облагает высоким налогом всех жителей для постройки Радужной Башни.",,https://image.tmdb.org/t/p/w500/jUB3JE6nIkd021lGBhL9chsMWVX.jpg,
49185,37854,6,Арки Джайи и Скайпии,Арки Джайи и Скайпии,"После падения с неба корабля и указания Лог Поса на Небесный остров, Мугивары плывут к ближайшему острову, Джайе, чтобы узнать как попасть на небо. После приключений на Джайе, Мугивары успешно попадают на небесный остров Скайпию в поисках золота, и почти сразу становятся преступниками, нарушив законы жестокого ""Бога"" Энеля.",,https://image.tmdb.org/t/p/w500/u7Jcs61Ut5AOW6kjM31TJIMCMqf.jpg,
49179,37854,7,Арки G-8 и пиратов Фокси,Арки G-8 и пиратов Фокси,"Арка G-8 - это пятая филлерная арка в аниме. Гоинг Мерри падает не в океан, а оказывается в ловушке в замкнутых и сильно укрепленных водах базы Морского Дозора, где команда вынуждена прятаться, чтобы выжить, вернуть свой корабль и сбежать.  Арка Длинно-круглой Земли, также называемая Арка Пиратов Фокси, является четырнадцатой сюжетной аркой в серии и первой в саге ""Water 7"". В центре сюжета - поединок между пиратами Соломенной шляпы и пиратами Фокси, который называется ""Раздачей Дэйви"".",,https://image.tmdb.org/t/p/w500/2KdPZgJgyI2u63V3gzXSW6kjN0z.jpg,
49192,37854,8,Арка Water 7,Арка Water 7,,,https://image.tmdb.org/t/p/w500/rXATOXG3H7apF6EpWynncl6eVwN.jpg,
49180,37854,9,"Арка Эниес Лобби, Пост-Эниес Лобби и Лавли Ленда","Арка Эниес Лобби, Пост-Эниес Лобби и Лавли Ленда",,,https://image.tmdb.org/t/p/w500/csfkg0v1Z3EllaAoDdNNFkQhku2.jpg,
49181,37854,10,Арка Триллер Барка,Арка Триллер Барка,,,https://image.tmdb.org/t/p/w500/r1vz2EVcZAezLWEn8PqHdad9evr.jpg,
49186,37854,11,Арки Острова-Спа и Архипелага Сабаоди,Арки Острова-Спа и Архипелага Сабаоди,,,https://image.tmdb.org/t/p/w500/lr5nBNlW29WiNgz7c70n8LJgMv2.jpg,
49182,37854,12,Арка Амазон Лили,Арка Амазон Лили,,,https://image.tmdb.org/t/p/w500/qjlAwt6956M3waUsQDF8GJIGRjc.jpg,
49187,37854,13,"Арки Импел Даун, Маринфорда и Возвращения на Сабаоди","Арки Импел Даун, Маринфорда и Возвращения на Сабаоди",,,https://image.tmdb.org/t/p/w500/1ie3SzKMKPYPAfNrbnVcRtFv1T.jpg,
49193,37854,14,Арки Острова Рыболюдей и Амбиций Z,Арки Острова Рыболюдей и Амбиций Z,,,https://image.tmdb.org/t/p/w500/dLuGIGUgZEJFsVqJLNeFY2Xf5U2.jpg,
49194,37854,15,"Арки Панк Хазарда, Возвращения Цезаря и начало Дресс Розы","Арки Панк Хазарда, Возвращения Цезаря и начало Дресс Розы",,,https://image.tmdb.org/t/p/w500/ky7lGZO5t2dxtAsdfgUbBP9obI3.jpg,
49195,37854,16,Арка Дресс Розы,Арка Дресс Розы,"Мугивары, Трафальгар Ло и Кин’эмон, образовав Альянс, направляются на Дресс Розу, являющейся одним из пунктов их плана. Дресс Роза является вторым островом встречающимся Мугиварам в Новом Мире, где правит Шичибукай Донкихот Дофламинго.",,https://image.tmdb.org/t/p/w500/ky7lGZO5t2dxtAsdfgUbBP9obI3.jpg,
63735,37854,17,Арка Дресс Розы 2,Арка Дресс Розы 2,"Мугивары, Трафальгар Ло и Кин’эмон, образовав Альянс, направляются на Дресс Розу, являющейся одним из пунктов их плана. Дресс Роза является вторым островом встречающимся Мугиварам в Новом Мире, где правит Ситибукаи Донкихот Дофламинго.",,https://image.tmdb.org/t/p/w500/ky7lGZO5t2dxtAsdfgUbBP9obI3.jpg,
78873,37854,18,"Арки Серебряного Рудника, Дзо и Сверхновых Дозорных","Арки Серебряного Рудника, Дзо и Сверхновых Дозорных",,2016,https://image.tmdb.org/t/p/w500/c6cPDK8GkG2ttXuFw2avvCJHvXz.jpg,2016-07-13
91905,37854,19,Арка Пирожного Острова,Арка Пирожного Острова,,2017,https://image.tmdb.org/t/p/w500/8eAhvY5oHDzoMAhZpCZx5AHW9gR.jpg,2017-09-05
121027,37854,20,Арка Собрания Королей,Арка Собрания Королей,,2019,https://image.tmdb.org/t/p/w500/ky7lGZO5t2dxtAsdfgUbBP9obI3.jpg,2019-04-01
125830,37854,21,Арка Страны Вано,Арка Страны Вано,,2019,https://image.tmdb.org/t/p/w500/4N7pdqaI0a5aT0kbCZxJ9ahI908.jpg,2019-07-08
364569,37854,22,Арка Острова Яичной Головы,Арка Острова Яичной Головы,,,https://image.tmdb.org/t/p/w500/acKdAHRH4ypzQ4jnkjCDC7Ac9jH.jpg,
508271,37854,23,Elbaph,Elbaph,"After a daring escape from the Future Island Egghead, the Straw Hat Crew set their course for a legendary destination. Joined by the mighty Giant Warrior Pirates, they finally reach Elbaph, the long-awaited Land of Giants. New encounters with Giants, and long hoped-for reunions unfold. A colossal new chapter begins as the crew heads into an adventure unlike anything before, all in the pursuit of the ultimate treasure, the ""One Piece!""",,https://image.tmdb.org/t/p/w500/cG6u0kzGdKPFKYJPz4MbsxekYVZ.jpg,
471596,299167,1,Сезон 1,Сезон 1,"Beth Dutton and Rip Wheeler are striking out on their own, and relocating for a new adventure. Their ward, Carter, is along for the ride, and – despite serious distractions – Beth and Rip work hard to ensure he becomes the man he’s meant to be. Just after the events of the Yellowstone series finale, follow Beth and Rip as they take on a 7,000-acre ranch in South Texas. Even with all of its beautiful landscapes and peaceful lifestyle, the pair run into hiccups trying to survive in the area, including a ruthless rival ranch run by a wealthy owner.",2026,https://image.tmdb.org/t/p/w500/xsiecCxd8lkcAluw0wWwbW5CwSv.jpg,2026-05-15
307972,209867,1,Сезон 1,Сезон 1,,2023,https://image.tmdb.org/t/p/w500/xgcpzPczYVSckEWVaz11b71rC0z.jpg,2023-09-29
3617,1398,1,Сезон 1,Сезон 1,"Первый сезон сериала «Сопрано» знакомит нас с непростой семьей мафиози Тони. У него напряженные отношения с женой и детьми, а что касается других родственников, то тут лучше вообще тактично промолчать. Почти все его близкие замешаны в криминальных делах и с годами давление все сложнее выдерживать. В какой-то момент Тони принимает решение начать психотерапию.",1999,https://image.tmdb.org/t/p/w500/gDQGPyvi2TDnJTGtvLvGfzKAhYC.jpg,1999-01-10
3618,1398,2,Сезон 2,Сезон 2,"Продолжение тв-шедевра про личную и профессиональную жизнь Тони Сопрано — главу мафиозного клана из Нью-Джерси. Второй сезон сериала сразу погружает нас в бездну новых проблем Тони. Дядюшка Джун за решеткой. Тони теперь главный в Семье. Кажется, среди «своих» людей завелся стукач. А дети стремительно растут — тоже стресс. Неудивительно, что Тони продолжает посещать психолога, предварительно спрятав ее подальше от посторонних глаз.",2000,https://image.tmdb.org/t/p/w500/fXReiVfEPrd3zKbdwBb5boJaMai.jpg,2000-01-16
3619,1398,3,Сезон 3,Сезон 3,"Третий сезон сериала про мафию в Нью-Джерси. ФБР мечется в поисках улик против Тони, но судьба явно оберегает главу клана Сопрано. Его дочь Мэдоу поступает в университет и начинает менять бойфрендов (один краше другого), а также — подумывать о собственном месте в семейном бизнесе. Младшенький Энтони Сопрано окончательно отбивается от рук, а беспокойный племянник Кристофер попадает в историю с русскими бандитами.",2001,https://image.tmdb.org/t/p/w500/wlvMyXDHl6z03xT6jZoCPNxNHZw.jpg,2001-03-04
3620,1398,4,Сезон 4,Сезон 4,"Пока авторитетный Поли в тюрьме, племяннику Кристоферу дают порулить частью бизнеса, но не факт, что тот подходит на эту роль. У дочки новые планы на будущее, и взбешенный Тони даже отводит ее к психологу. Жена Кармела находит способ отвлечься от семейных проблем, однако вряд ли это добавит ее жизни гармонии. Дядюшка Джуниор даже под домашним арестом умудряется проявлять характер.",2002,https://image.tmdb.org/t/p/w500/j3DhRgUVBGwBlIz5pkhr7On00DV.jpg,2002-09-15
3621,1398,5,Сезон 5,Сезон 5,"Новые события в жизни беспокойного мафиозного семейства Сопрано. Несмотря на параллельные любовные истории Тони и Кармелы, сынок ЭйДжей не дает им надолго забыть о родительском долге. Кристофер мечется между наркотиками и личной жизнью. Поли осваивает перспективное направление бизнеса — однако не все идет гладко. Параллельно с Нью-Джерси, весь пятый сезон сериала мы следим за событиями в Нью-Йорке: кто же станет станет новым боссом.",2004,https://image.tmdb.org/t/p/w500/naCz3KhCF5FzlcND6Wq69bMe0Mu.jpg,2004-03-07
3622,1398,6,Сезон 6,Сезон 6,"Шестой сезон сериала стал самым длинным (21 серия). Тони Сопрано продолжает отбиваться от ударов судьбы. Небывалые финансовые проблемы, череда смертей, зависимость любимого племянника и многое другое. К великому удовольствию ФБР, старые ружья стреляют, скелеты двадцатилетней давности вылезают из шкафов, кое-что сливают свои. Что же в финале? Мафия бессмертна? Ясно одно — семья все равно важнее, чем самая крутая Семья.",2006,https://image.tmdb.org/t/p/w500/erzo8pZqYAkBhnjEiNND5JjC1Pg.jpg,2006-03-12
60059,60625,1,Сезон 1,Сезон 1,"В первом сезоне Рик и Морти посещают ломбард в космосе, сталкиваются с различными альтернативными и виртуальными реальностями и встречают дьявола в его антикварной лавке.",2013,https://image.tmdb.org/t/p/w500/nBzVimMFh1MW91RajYsHGdyi9hM.jpg,2013-12-02
66738,60625,2,Сезон 2,Сезон 2,"Рик и Морти решают разморозить время. Они сталкиваются с инопланетными паразитами, альтернативными версиями Джерри и разлагающимся, возможно, несуществующим измерением.",2015,https://image.tmdb.org/t/p/w500/mg5zRMcIRYt4Ga5YUVZSr61Htxe.jpg,2015-07-26
86926,60625,3,Сезон 3,Сезон 3,"В третьем сезоне Рик и Морти отправляются в Атлантиду, чтобы немного отдохнуть. А еще Рик превращается в соленый огурец и противостоит президенту.",2017,https://image.tmdb.org/t/p/w500/9PYWDsYjUrenKUi8lbzBF2LO8rd.jpg,2017-04-01
128112,60625,4,Сезон 4,Сезон 4,"Когда эксцентричный гений Рик и его внук Морти путешествуют во времени и пространстве в другие измерения, понятно только одно: что ничего не понятно.",2019,https://image.tmdb.org/t/p/w500/y4vHET8vwC8UJStQLvDlsFEkUcK.jpg,2019-11-10
188470,60625,5,Сезон 5,Сезон 5,"Держись за ягодицы — это пятый сезон, детка! Рик, Морти и семья вернулись с десятью новыми эпизодами, которые потребляют неудержанные задницы. Секс, романтика, монстры яичек... парень по имени Мистер. Нимбус... Это все, что ты хочешь, приготовь свою задницу!",2021,https://image.tmdb.org/t/p/w500/2f65S7JiOelrJ7nioY2ZNO7J1Gi.jpg,2021-06-20
302503,60625,6,Сезон 6,Сезон 6,"Шестой сезон, и Рик и Морти возвращаются! Смогут ли они оправиться для новых приключений? Или они будут занесены в океан мочи! Кто знает?! Писс! Семья! Интрига! Кучка динозавров! Еще больше мочи! Другой не может пропустить сезон любимого спектакля.",2022,https://image.tmdb.org/t/p/w500/p9Qoy1WGyuzc1p38xcwwnuGpOu9.jpg,2022-09-04
354041,60625,7,Сезон 7,Сезон 7,"Рик и Морти вернулись и больше похоже на себя, чем когда-либо! Это седьмой сезон, и возможности безграничны: что с Джерри? ЗЛОГО Лета?! Вернутся ли они когда-нибудь в школу?! Может, и нет! Но давайте выясним! Там, наверное, меньше мочи, чем в прошлом сезоне. ""Рик и Морти"", 100 лет! Или хотя бы до 10 сезона!",2023,https://image.tmdb.org/t/p/w500/bfzD06QImwiUNgqu9GCUf8iIenX.jpg,2023-10-15
424080,60625,8,Сезон 8,Сезон 8,"Рик и Морти вернулись в восьмом сезоне! Жизнь снова имеет смысл! Все возможно! Следите за приключениями с Саммер, Джерри, Бет и другой Бет. Может быть, Butter Bot получит новую задачу? Что бы ни случилось, ты не сможешь долго сдерживать Рика и Морти. Люди пытались!",2025,https://image.tmdb.org/t/p/w500/ngcMoi2AHHbQXxVxNPMK6zpEpXP.jpg,2025-05-25
498800,60625,9,Сезон 9,Сезон 9,"Season 9 is all certified bangers. No AI slop! Just Grade A organic slop, made by real humans with real human traits like back hair and cysts. Please watch, or we'll have neglected our families for nothing.",2026,https://image.tmdb.org/t/p/w500/cgbInj4z0x6ZSIP9z5yICrzGRhu.jpg,2026-05-24
3788,1429,1,Сезон 1,Сезон 1,"Сотни лет назад человечество было почти полностью уничтожено гигантскими ужасными существами, называемыми титанами. Что делает этих гигантов по-настоящему ужасными, так это то, что они употребляют людей в пищу без особой причины, а не из чувста голода. И чтобы обеспечить свое выживание, остатки человечества спрятались за огромными стенами, в результате чего за сто лет не было ни одной встречи с титанами. Однако это хрупкое спокойствие вскоре разрушается, когда колоссальному титану удается пробить предположительно неприступную внешнюю стену, вновь разжигая борьбу за выживание против людоедов-титанов.",2013,https://image.tmdb.org/t/p/w500/gbgLmUmFoqbJQAkluM3hKdmXvwA.jpg,2013-04-07
84756,1429,2,Сезон 2,Сезон 2,"Эрен Йегер и другие члены недавно созданного 104-го учебного корпуса готовятся снова встретиться с Титанами, их приготовления прерываются вторжением на Стене Розы. По мере того, как Разведкорпус спешит спасти стену, они узнают больше подробностей о вторгшихся Титанах, а так же вскрывают темные тайны некоторых своих товарищей.",2017,https://image.tmdb.org/t/p/w500/nARISoVp6lr866TU19PaCLvpGSn.jpg,2017-04-01
98013,1429,3,Сезон 3,Сезон 3,"Эрен Йегер и его товарищи из Разведкорпуса по-прежнему борются за выживание против ужасающих Титанов. Однако угрозы исходят не только от Титанов за стенами, но и от людей внутри них. После спасения от Колоссального и Бронированного Титанов солдатам кажется, что все хорошо, пока правительство внезапно не требует опеки над Эреном и Хисторией Рейсс. Преследуемые правительством, Леви и его новый отряд должны уклоняться от своих противников в надежде сохранить Эрена и Хисторию в безопасности.",2018,https://image.tmdb.org/t/p/w500/4T6lyVuLd1gw1T7V3J9tVZlNqVO.jpg,2018-07-23
126952,1429,4,Финальный сезон,Финальный сезон,,2020,https://image.tmdb.org/t/p/w500/wrcee5EwUaOxFPQfFgIdsyASBQC.jpg,2020-12-07
43388,31911,1,Сезон 1,Сезон 1,,2009,https://image.tmdb.org/t/p/w500/eb4gveExqCR0AhYM3EmCahwvvyg.jpg,2009-04-05
54607,46298,1,Сезон 1,Сезон 1,,2011,https://image.tmdb.org/t/p/w500/4jA40N280wb9NT7yjtFdcJND5aq.jpg,2011-10-02
54606,46298,2,Сезон 2,Сезон 2,,2012,https://image.tmdb.org/t/p/w500/6jIvyAzY9sGcZvybo0gIIFIN2xa.jpg,2012-12-15
77711,46298,3,Сезон 3,Сезон 3,,2014,https://image.tmdb.org/t/p/w500/8hHKH8FqgXKTtwJGPnq63NX7yA9.jpg,2014-07-07
86320,70785,1,Сезон 1,Сезон 1,"A young orphan's arrival in Avonlea affects the hearts and minds of everyone she meets, beginning with the pair of aging siblings who take her in.",2017,https://image.tmdb.org/t/p/w500/wzq6sJXWuPaQLw7p0xrEZpbIuPh.jpg,2017-03-19
104920,70785,2,Сезон 2,Сезон 2,"Anne's beloved world of Green Gables becomes a much bigger place, with new faces and heartfelt lessons about love, loss and growing up.",2018,https://image.tmdb.org/t/p/w500/8rwsBcPbkGdo3tWWYw5qa1DKT8X.jpg,2018-09-23
131544,70785,3,Сезон 3,Сезон 3,,2019,https://image.tmdb.org/t/p/w500/amLWohCiUnxfU1DL89X6kb56mWI.jpg,2019-09-22
116882,85937,1,Demon Slayer: Kimetsu no Yaiba,Demon Slayer: Kimetsu no Yaiba,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019,https://image.tmdb.org/t/p/w500/zg3GrU3jAoTGxmlGGhkfNYMOHlb.jpg,2019-04-06
181846,85937,2,Бесконечный поезд,Бесконечный поезд,"Многочисленные исчезновения и убийства людей, каким-то образом связанные с конкретным поездом, привлекают внимание истребителей демонов. Расследовать ситуацию отправляется столп пламени Кёдзюро Рэнгоку, а на помощь ему откомандированы Тандзиро Камадо, Иносукэ Хасибира и Дзэнъицу Агацума. Все вместе они садятся на поезд под названием «Бесконечный», чтобы сразиться с неведомым демоном, скрывающимся среди пассажиров. Никто из них не догадывается, насколько на самом деле силён и коварен демон и какую ловушку он подготовил, но истребители готовы пожертвовать жизнями, чтобы спасти ни о чём не подозревающих людей.",2021,https://image.tmdb.org/t/p/w500/l0lO05JPPRcVFVMM5C7ZmOMzToo.jpg,2021-10-10
215073,85937,3,Квартал красных фонарей,Квартал красных фонарей,"Танджиро, Иноске и Зеницу сопровождают столпа звука Узуя в миссии в Ёшиваре, чтобы помочь найти его пропавших жен, которые расследовали случаи появления демонов в округе.",2021,https://image.tmdb.org/t/p/w500/AnhTvMm7VDpQC6EHl634OAL13Pp.jpg,2021-12-05
